,MG_1_1,MG_1_2,MG_1_3,Br3_1_1,Br3_1_2,Br3_1_3,Br7_1_1,Br7_1_2,Br7_1_3,Br10_1_1,Br10_1_2,Br10_1_3,Br15_1_1,Br15_1_2,Br15_1_3,QC1,QC2,QC3
2-butyloctyl-sulfonic acid,2438499,9993986,13100405,3406091,2933927,5061310,5869005,3476342,3504940,3411247,5274311,4703950,1533843,1664592,1597193,67330,5499058,2410789
UNPD114934,0,0,0,0,0,0,0,3827,0,0,0,0,17328,17599,4541,0,3638,5035
"2-[3-(4-chlorophenyl)-4-[(1,3-thiazolidin-4-yl)formamido]butanamido]acetic acid",364090,429813,914287,132151,207284,408281,120297,260839,253075,80886,270442,341892,504660,682537,360690,822606,393413,315215
beta-D-Araf-(1->2)-alpha-D-Araf-(1->5)-alpha-D-Araf-(1->5)-alpha-D-Araf-OMe,0,0,0,0,0,0,25815,0,0,16944,21630,0,577018,494613,149926,47501,43894,0
"8-acetyl-10-({4-amino-5-[(4-amino-5-hydroxy-6-methyloxan-2-yl)oxy]-6-methyloxan-2-yl}oxy)-6,8,11-trihydroxy-1-methoxy-5,7,8,9,10,12-hexahydrotetracene-5,12-dione",5483,5303,6964,5086,15579,15063,49266,33808,36139,29906,34903,43915,26459,15962,45757,2548,3610,5759
PubChem_83580.1,214759,75858,63217,306765,300911,273802,345232,434516,368902,424199,470466,437357,419511,433302,421067,44672,125263,170113
Alpindenoside A,51775,63530,19866,0,13943,199714,0,182090,33048,93129,15460,33724,126743,140952,4733,7742,14574,20853
"5,5-dibutyl-3-methyl-6-(methylimino)-1,3-diazinane-2,4-dione",430144,359791,111982,214130,248952,128173,76015,236412,158289,302198,54224,98358,276002,645715,120067,45136,520679,324668
PubChem_91219838,331499,664073,687657,277859,258559,307520,120450,137820,185436,162429,172752,153368,141546,125592,122962,678029,394783,309141
PubChem_85776225.1,228366,167352,214749,171484,136885,137111,79393,85585,96151,78236,81289,81935,58803,56151,57346,273802,240016,217523
UNPD144257,0,0,0,13039,19097,7061,474861,73139,22371,61790,51902,35392,81932,158430,61766,4621,6250,3257
"3-(4-bromophenyl)-N-{6-oxo-7,11-diazatricyclo[7.3.1.0?,?]trideca-2,4-diene-11-carbothioyl}prop-2-enamide",2289,12871,13142,23025,12961,32293,39243,62111,30064,88486,80051,40383,99774,164010,50186,90086,54380,36322
4-Coumaroyl-2-hydroxyputrescine,4767038,2755828,1492079,916617,1440279,3400432,793989,1403964,2530200,2103257,514425,194695,1968706,8423237,419273,759964,1227187,1339743
PubChem_74763891,93495,80270,161275,93042,151425,124968,306249,391379,230032,299553,242017,243102,0,101765,113664,72669,68281,85934
"1,2-Di-O-palmitoyl-3-O-(6-sulfoquinovopyranosyl)glycerol.1",62462,39627,144179,130933,167045,121794,417429,415963,180708,372827,618862,390716,469904,173880,228334,96078,193358,136906
CoM-S-S-CoB,98509,30752,12323,22407,29710,26882,55329,56288,41532,64063,32843,43626,57596,104296,24578,9690,44432,68422
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluoro-N,N-dimethylnonanamide.1",140370,25273,39230,36795,58582,33551,126890,338942,42367,93801,219863,95290,116713,268369,206009,23182,67056,105701
Safflor Yellow B,600332,596891,569159,943625,919438,1025163,1612251,1205708,1716695,395944,168179,807437,41161,0,54754,63467,71930,120324
"PS(17:0/22:2(13Z,16Z)).1",358673,571487,508974,391524,138560,273726,80790,65409,103737,75415,103784,123768,215635,169933,118450,373670,415775,444853
"PS(19:0/18:2(9Z,12Z)).1",464475,696621,581245,584191,533551,676542,172013,255449,120101,178023,125357,115530,254947,315079,167349,530669,597256,668713
"PA(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)).1",1386275,439947,483262,1209677,1240558,1206183,2606424,1675604,2293955,1855268,2004964,2104672,1171533,1268319,1054620,121857,720626,1498194
"1-hydroxy-3,5,6,7-tetramethoxy-2,4-bis(3-methylbut-2-en-1-yl)-9,10-dihydroanthracene-9,10-dione",308506,153841,169808,141355,97334,86733,263762,461125,224983,515298,598705,817898,289527,243961,151879,40220,186089,286250
3'-O-Methyl-(-)-epicatechin 7-O-glucuronide,3491,3243,3355,14500,16000,20649,291545,39285,37630,66181,36940,43525,50944,86614,66976,0,6698,5588
Corchorifatty acid A,47221,37314,29758,46751,19641,23411,416513,137073,29748,262871,445062,246277,112255,220078,119191,28118,12142,8296
PubChem_85776225.2,229993,227991,234556,201507,150999,157181,83038,82863,102026,76191,81575,79791,61632,59580,56849,222813,241605,223034
1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID,124413,146111,132425,353252,515336,560061,595246,430850,744182,1535836,599458,789867,3501610,4022910,1506342,180827,342679,300902
PubChem_114913874,208942,262583,239678,160067,117801,130822,75020,74586,89331,72326,75270,60693,63122,47921,52505,266121,193310,193676
PG(15:0/17:0).1,1290649,1121603,1214021,1138078,1403080,1165237,990597,889671,1815973,1359784,854299,818523,1378866,1280124,2149772,24869,1443745,2157550
UNPD103259,42432,53028,2375,0,6755,0,0,0,0,3294,0,0,0,0,0,8185,9073,5626
PubChem_71721409.1,67990,62130,84120,182688,257618,241758,196126,225493,198482,177346,204729,225633,77269,102389,104872,25878,43286,66876
"6,8-dibromo-4-oxo-4H-chromene-3-carbaldehyde",195125,180995,153948,164510,111607,130166,54982,53376,75066,63943,57002,57048,35316,34672,35578,135526,180312,168298
3-Methoxytyrosine,182263,154754,185078,272144,291965,343454,162878,144126,97101,152280,95440,146994,298366,240749,142911,222243,387132,467766
"16-(1-cyclopentylethyl)-12,20,21,31-tetrahydroxy-29-{[(3-methoxypropyl)amino]methyl}-27-oxo-28-oxaoctacyclo[21.5.2.1?,??.0?,??.0?,??.0?,??.0?,??.0??,??]hentriaconta-25,29-diene-9-carbaldehyde",70926,60197,69850,73971,57899,90304,151327,277267,301062,189834,220358,241720,180577,148728,127483,59663,50727,51504
"PG(18:2(9Z,12Z)/16:1(9Z))",1062817,2006984,2456008,1441862,1808923,1647993,1423123,893105,1595621,2082930,585274,522774,1414849,1473151,943402,911783,1478572,1597651
"6-bromo-3-chloro-2,4-difluoroaniline",110830,230774,234598,96830,88018,109148,46892,56561,72813,63422,68635,61463,54637,54657,57382,226597,147352,107952
Quercetagetin 3'-methylether 7-glucoside,157069,110483,51692,119712,65232,169470,113051,119120,131247,128369,122412,72100,102127,81271,66468,1668,94703,53632
"PS(17:0/22:2(13Z,16Z)).2",382879,552153,518961,391524,138560,311515,80790,70222,100374,84379,112649,123768,206854,183893,118450,405015,415775,453965
PubChem_6330567.2,163499,299340,288745,148952,118883,119315,51191,69342,97552,63348,51241,75058,94591,102630,91300,362161,246569,179868
Ethyl (S)-3-hydroxybutyrate glucoside,0,0,0,2476,2920,0,0,0,0,4754,0,0,28980,31656,12992,5204,7333,10350
"PA(18:0/18:2(9Z,12Z)).4",397326,275865,260800,392856,211401,207144,415714,484672,358016,431321,355356,416323,374735,248447,329231,0,289724,321656
dodecyl hydrogen sulfate,8689482,283423,255270,10935336,10485980,10510100,20028372,12808635,11809676,12783992,21684816,12526269,11116272,11417621,10272145,63972,10511515,7626173
PubChem_165349896,93825,54677,46838,206842,187296,207727,238541,277098,281381,198361,247752,251078,282047,274465,270436,11798,64438,134774
Pseudolaroside B;(-)-Pseudolaroside B,90847,225104,43525,108209,147956,127035,125947,65599,194940,141167,56621,128701,148497,200328,41157,12853,39111,35069
"benzene-1,2,4-triol",406861,187766,236668,480810,690894,674119,595331,568358,475547,610323,691258,729460,928009,1010007,932570,118892,267758,375915
"6,8-dibromo-4-oxo-4H-chromene-3-carbaldehyde.1",421954,465750,465038,443628,328434,340852,182692,174203,231187,151666,153844,152018,101676,97354,100422,378213,445187,391563
UNPD101762,0,0,0,24124,16583,71495,1543301,838981,57396,915443,506351,410270,1519015,1268822,1064392,86322,41953,108715
CNP0446637,226091,274600,501453,138112,189699,253224,89435,124389,143526,68229,109391,110140,90194,101743,83319,379470,241190,206807
PubChem_155462579,305636,654404,641439,373996,479107,536023,513446,527402,520077,466381,463620,445483,339710,334384,339847,1034352,455958,347152
"4-[(1R,3S,5S,8R,9S,10R,11R,13R,14S,17R)-1,5,11,14-tetrahydroxy-10-(hydroxymethyl)-13-methyl-3-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyl-2-oxanyl]oxy]-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-oxolanone",299000,225973,101392,51118,85485,49318,64652,74409,83240,93987,103306,219836,86214,87753,109762,36690,41137,20722
PubChem_118601740,1431381,3076853,2762392,1575048,2104779,2196181,2109398,2095494,2214626,1974990,2020556,1944519,1375404,1212374,1371769,4292460,2032039,1459237
"2-thiophen-2-yl-N-[5-[[4-(trifluoromethyl)phenyl]methylthio]-1,3,4-thiadiazol-2-yl]acetamide",590104,696507,674659,1169926,1178075,1296169,1510598,922020,1605199,1657986,476377,1134117,977664,594792,350200,427686,898149,660024
Decylbenzenesulfonic acid.1,1711395,1965605,2032380,1148550,938036,1479136,855394,931536,1102538,934579,1122510,963127,1218385,1432738,733323,373629,700673,882757
"2-(1,3-benzothiazol-2-ylthio)-N-[2-hydroxy-5-(4-morpholinylsulfonyl)phenyl]acetamide",5458,5740,9376,18775,35437,70767,187741,221198,105120,113951,288445,169119,520587,732444,211368,34754,46784,57907
"PS(17:0/22:2(13Z,16Z)).3",382879,532107,501775,378030,146519,311515,72192,77920,96982,90635,119595,112230,213183,183893,97345,381480,372143,447976
"N-(6-{5-[3-(dimethylamino)phenoxy]-1H-1,2,3,4-tetrazol-1-yl}-hexahydrofuro[3,2-b]furan-3-yl)-2-phenoxyacetamide",81396,47965,44614,33763,23443,29870,121242,161102,57538,181967,160532,269460,106119,99199,59872,18022,38325,79273
4-O-Methylglucuronic acid,2051896,1964636,2358696,1513959,1995339,1898832,1483136,1260387,1424690,1297984,1364405,1192907,1072098,1212491,966871,2715724,1998626,1926892
"2-({[3-(3,4-dihydroisoquinolin-2(1H)-ylsulfonyl)phenyl]carbonyl}amino)benzoic acid",268368,0,1238,31520,97400,77168,40818,88615,59846,94951,108258,57771,78240,50443,38398,0,79220,104090
"1,4,6-trimethyl-5-(3,4,5-trimethoxyphenyl)-decahydro-[1,3]diazino[4,5-d]pyrimidine-2,7-dione",418690,781344,444875,819093,623189,516599,647751,639915,1288606,716656,468011,385293,1222104,452687,403303,911788,1315586,357275
PubChem_102166182.1,207584,273885,305848,192359,150542,154709,90832,89184,99834,85196,88221,83065,57441,59914,61457,286265,254704,213530
Quercetagetin 3'-methylether 7-glucoside.1,176364,15848,22552,113593,104479,134804,104630,131567,139891,131539,96249,86252,134058,107431,96384,0,94703,71250
"LysoPA(18:2(9Z,12Z)/0:0)",168971,106260,102100,128094,125998,91787,369863,244047,326080,355475,327084,312896,201174,215902,197177,51308,134818,184198
"1,2-Di-O-palmitoyl-3-O-(6-sulfoquinovopyranosyl)glycerol.2",90428,40332,213086,132014,167324,138059,432856,412718,165751,322752,578150,378652,542823,153614,174165,100220,217826,132556
Umbelliferyl arachidonate,715255,738043,445750,277144,465450,513939,1935882,267895,244478,567255,142723,126333,407474,251122,404240,470055,562740,615740
1-heptadecanoyl-glycero-3-phosphate,131858,108574,98693,93833,65895,55569,89312,88181,70113,80053,52229,42013,111265,121077,125720,34156,161599,123575
"1,2-Di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphate.2",4857538,927922,1064332,4138912,2981172,3193345,7254021,6067447,5060816,5393910,5909042,6194880,4045594,3163955,3390661,230674,2051640,4963176
Corymbivillosol acetate,1322978,1253276,1435621,1302198,1377513,1209526,857468,919837,1541375,1352099,858589,808058,1218114,1252178,1984584,18643,1455960,2082317
Uridine diphosphate-N-acetylglucosamine,104439,51559,133358,30603,128774,129691,58580,60955,131879,0,0,111599,0,0,0,145057,127653,99472
Paramagnetoquinone B,0,0,0,8726,8894,15252,64890,82923,35673,108911,42127,60301,233083,305076,77769,7932,10947,13052
"5-Hydroxy-8,8-dimethyl-6-(3-methyl-1-oxobutyl)-4-pentyl-2H,8H-benzo[1,2-b:3,4-b']dipyran-2-one",17558,12674,11115,34584,38546,29622,43861,56795,51119,44534,39318,44830,69173,61061,51416,14985,10868,22700
"PE(18:2(9Z,12Z)/18:2(9Z,12Z)).1",2268674,3012441,3242130,3154907,1666560,2187265,1069364,1548899,1293752,1354767,633315,910939,1608140,1699028,1071692,1278579,2326066,3045053
PubChem_129963728.1,165590,296904,261842,150229,112028,160607,81452,82758,105204,92758,99331,105060,69606,64957,66186,308812,198396,155275
PS(14:1(9Z)/12:0),14732,8799,16230,30619,15925,48433,101925,175562,131372,136058,190145,206815,250132,183430,101690,28182,17121,30381
PubChem_129963728.2,457467,643840,633991,399633,344841,353048,215466,218203,265658,219051,190665,198183,178305,199257,184945,745725,526336,423363
"PG(18:3(6Z,9Z,12Z)/15:1(9Z)).2",351228,201753,196478,244136,191631,192276,326602,297482,393064,374538,448981,544370,257951,168845,167417,40410,256540,374457
(E)-10-Hydroxy-8-decenoic acid,3405,8065,8466,2478,0,0,21096,15457,2405,29121,29741,19933,25624,27261,18235,11994,6812,9787
PG(15:0/17:0).2,1322978,1253276,1435621,1302198,1377513,1209526,857468,868132,1492486,1352099,858589,808058,1190581,1252178,1909377,18643,1530612,2085135
"PA(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)).2",1898148,550461,600483,1581699,1437432,1476423,3456202,2111608,2957716,2243464,2222687,2173194,1327051,1455328,1269884,163091,881345,1721408
PubChem_106262895,0,0,0,369466,475334,406239,368579,424928,617714,202447,331632,347724,15193,24250,189634,31608,57778,129137
PubChem_106262881,0,0,0,369466,475334,406239,368579,424928,617714,202447,331632,347724,15193,24250,189634,31608,57778,129137
PG(15:0/17:0).3,1319469,1202342,1257736,1158922,1405823,1197837,990597,889671,1711806,1281333,848766,771732,1378866,1228047,2129771,18376,1443745,2156692
"PS(17:0/22:2(13Z,16Z)).4",390088,552745,476788,355891,130196,294100,68655,82150,100760,77044,102656,139118,248887,152941,106344,313962,412991,431253
PubChem_66221341,364596,771982,765369,319873,307587,434948,249855,270057,344412,295668,331601,303951,240373,239158,263759,939694,435045,338059
PubChem_21486254,84557,70631,101611,257720,370636,354098,272508,315511,395665,286717,251226,271147,280499,336657,293748,78092,79609,105429
Dihydroferulic acid 4-O-glucuronide,227666,2741311,1144938,6878868,8167707,2731100,2253632,2722850,4447780,6948857,1209497,2873456,6208416,9135667,2465776,5512281,7803740,6583658
UNPD88464,29513,21154,16102,17039,19946,20023,62244,124327,51814,108731,96034,76371,18719,14204,20295,6076,6916,6663
CNP0446637.1,226091,274600,501453,138112,189699,253224,89435,124389,143526,93100,118846,109098,94355,109582,83319,379470,278047,206807
UNPD107705,74887,22250,32266,116596,63270,148373,275354,579358,387307,249086,249806,285965,738864,636771,806087,36995,53508,69441
PubChem_19362160.1,1151986,418170,471961,2508584,2874187,2720048,2407598,3143658,3568722,2918826,2992980,3315526,2720674,2827436,2562179,247431,715780,1084935
UNPD57845,194348,17834,30773,41894,68410,48310,177928,309721,74229,90718,197674,100938,95201,231320,109334,7693,45763,82939
PubChem_134860106.4,190007,288395,259924,152380,133608,136523,80625,94601,110404,80683,83484,89774,65197,62472,57525,282113,227399,185950
PI(18:1(11Z)/16:1(9Z)),3612760,3179308,3547318,2024657,2101469,2089789,1378434,1862190,1369964,1920029,1211467,1079893,1413604,1446635,1140390,1499301,4185812,3579122
"(1R,2R,8S,13R)-4,11-dioxo-3,5,7,10,12,14,15-heptaoxa-4lambda5,11lambda5-diphosphapentacyclo[9.2.1.14,6.02,6.08,13]pentadecane-1,2,8,9,13-pentol.4",210151,102510,96916,357640,440595,436050,537639,583668,502840,674392,658601,667570,706824,631158,671740,24971,166857,232646
"2-bromo-3,3,3-trifluoro-N-(2-methoxyphenyl)-2-(trifluoromethyl)propanamide",20137,18936,28345,0,0,0,0,0,0,0,0,0,8768,0,0,107010,42108,40324
PubChem_124668273,531982,121228,50616,209732,398100,139995,541400,706198,317489,584831,409740,393242,514047,913572,392829,44507,128346,368019
PubChem_72227490,353389,602030,562592,534777,359068,659890,783334,890018,787059,794086,727184,688131,579022,559590,577498,630930,618447,431840
"1,2-Di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphate.3",4793230,957144,1089466,4143287,3244494,3320885,7380910,6226544,5320148,5782446,5848666,6361182,4044793,3469408,3390118,245622,2109955,4806760
PubChem_83580.2,167758,54789,51160,306765,300911,293377,333854,402757,414070,403219,428814,405840,426725,411732,375700,46967,113965,157019
"PA(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)).3",1898148,550461,600483,1581699,1437432,1476423,3321232,2111608,2957716,2243464,2222687,2173194,1327051,1455328,1269884,163091,881345,1825997
"2,5-dioxo-1-[6-[3-(pyridin-2-yldisulfanyl)propanoylamino]hexanoyloxy]pyrrolidine-3-sulfonic acid",93209,53880,65323,116379,262057,185758,182813,281132,231517,308182,349606,253675,364197,576554,344943,74131,117767,114339
"PG(22:2(13Z,16Z)/0:0)",516719,240487,219985,376813,333862,280217,472301,439001,410121,463314,818827,816240,382422,321512,320783,93892,341119,552178
Glucosyringic acid;Syringin 4-O-beta-glucoside,61418,67335,87007,126448,175444,58855,111841,110133,83021,307053,104709,116340,154868,348316,96288,92478,109397,96272
Lisianthioside,0,0,0,0,0,3890,39892,54696,0,92584,76836,31136,336517,633611,32352,4490,0,8794
Decylbenzenesulfonic acid.2,1448478,2092756,2172075,1574007,1200216,2185895,1447422,1211539,1574049,1370901,1677850,1531451,1124004,1044624,808545,183116,992686,762529
PubChem_88799061,206032,134398,107152,295115,450363,445014,669488,730956,653422,730236,728116,686889,652262,670533,543593,97117,156337,236938
UNPD158676,0,0,0,0,0,0,13057,10310,4399,30995,14598,29878,205601,120078,50471,12939,12826,0
"(3b,5a,25R)-3-Hydroxyspirostan-6-one 3-[2-acetylarabinosyl-(1->6)-glucoside]",1008521,546430,188061,207943,130682,374046,394331,636818,1532099,585867,1040742,733917,246028,112909,229957,118407,88239,116911
"PG(22:2(13Z,16Z)/0:0).1",488684,199378,216395,359542,309854,289595,439640,406466,374892,471561,785134,864472,394391,296690,284977,88644,338497,519524
"4-methyl-N-[4-methyl-5-(methylimino)-1,2,4-dithiazolidin-3-ylidene]benzene-1-sulfonamide",56918,162376,74563,70607,39472,32859,30896,26809,38544,33149,35582,33353,5072,4901,13008,309556,145904,129471
L-Tryptophan,1078866,1303039,1651968,2388051,1405531,1279288,980407,1084441,3538096,2842174,594445,1345271,2235126,2609080,1246463,959083,2478922,1649541
PubChem_89456636,1514902,3788075,4431816,1402135,1424454,1517867,1410710,1695830,1595171,1715206,1699426,1650901,1503282,1490557,1575356,4617604,2213124,1431280
N-Benzoylaspartic acid.7,79162,112599,187377,584093,556634,504033,256367,328549,251326,274099,386539,377189,469333,448993,406355,179633,199716,239735
Curcumin II,97499,45525,22559,115502,93635,120793,72178,92054,88335,85446,80365,64964,69157,59731,50603,3522,47931,54685
UNPD139663,0,0,0,0,0,0,0,0,0,0,0,0,90095,74661,9988,4916,0,7207
"1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-iodopyrimidine-2,4-dione",227499,399624,374457,35680,28601,0,0,0,34057,0,0,0,0,0,0,407343,306518,237532
"PG(18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",103835,33259,51389,73453,80316,89878,280325,211143,188942,175193,265766,210341,81787,79057,85846,40421,38993,70791
"PG(15:0/18:3(6Z,9Z,12Z))",180583,96741,90533,126777,95335,85099,157877,151011,226743,178127,307252,294496,147308,93315,117792,34839,156033,173536
4-Bromobenzothioamide,99141,54925,57544,136598,179400,150623,241897,230244,203538,217204,231060,233699,249617,245561,289844,39649,52940,89058
Tridecylbenzenesulfonic acid.2,42940,27079,26458,34314,19135,18355,16159,16243,36556,20937,18757,9910,16249,26645,16208,37409,25639,26261
2-Dodecylbenzenesulfonic acid.2,1411792,2242942,2373478,1246270,668374,1311163,847261,965647,932172,971374,1302818,849462,1324766,1149169,788770,2430178,727505,668107
Stachyoside A,0,0,0,6248,11710,4770,58785,39234,11423,56998,27817,32129,110658,54904,52343,5021,8988,0
"1-[2-(4-methoxyphenoxy)ethylthio]-[1,2,4]triazolo[3,4-b][1,3]benzothiazole",0,0,0,22395,26661,0,15525,7990,4348,11451,10790,0,5635,49822,3833,11078,11550,7986
tolrestat,0,0,0,22395,26661,0,15525,7990,4348,3776,10790,0,5635,49822,3833,11078,11550,7986
"7-hydroxy-3,4-diphenyl-2H-chromen-2-one",185723,140311,128047,68785,279715,271693,215664,395083,76164,82356,299372,239640,165193,290983,181793,70976,32275,114935
PubChem_16707748,29892,10830,17809,37003,43960,45292,36279,32647,24858,39939,40427,43050,54423,59104,48444,7444,22199,29970
PubChem_13226075,93754,76442,90506,283959,420663,411837,291067,384133,466855,327123,267081,282769,315681,437689,355842,95316,76358,112228
