File path	File name	Title	MS1 count	MSMS count	PRECURSORMZ	PRECURSORTYPE	Formula rank 1	Theoretical mass	Mass error	Formula score	Databases	Formula rank 2	Theoretical mass	Mass error	Formula score	Databases	Formula rank 3	Theoretical mass	Mass error	Formula score	Databases	Formula rank 4	Theoretical mass	Mass error	Formula score	Databases	Formula rank 5	Theoretical mass	Mass error	Formula score	Databases	Formula rank 6	Theoretical mass	Mass error	Formula score	Databases	Formula rank 7	Theoretical mass	Mass error	Formula score	Databases	Formula rank 8	Theoretical mass	Mass error	Formula score	Databases	Formula rank 9	Theoretical mass	Mass error	Formula score	Databases	Formula rank 10	Theoretical mass	Mass error	Formula score	Databases	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_13.msp	challenge_13	challenge13	0	9	679.406283436	[M+FA-H]-	C36H58O9	634.408083436	2.5E-06	3.397	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,Urine,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C28H66N2O7S2Si	634.408070982	-9.9E-06	2.506		C27H60FN4O9P	634.40819435	0.0001135	2.5		C27H66N2O8SSi2	634.407841132	-0.0002398	2.478		C25H60F2N6O6Si2	634.40809314	1.23E-05	2.475		C27H68F2N2O3S4	634.408084476	3.6E-06	2.475		C32H54F4N4O4	634.408119088	3.82E-05	2.474		C22H63N10O3PSSi2	634.408146566	6.57E-05	2.473		C21H53F2N14O4P	634.407989246	-9.16E-05	2.471		C22H53ClF2N14O3	634.408165676	8.48E-05	2.471		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_130.msp	challenge_130	challenge130	0	35	528.337842292	[M+NH4]+	C24H46O11	510.304012292	-4.4E-06	3.663	ChEBI,DrugBank,BLEXP	C20H51ClN4O4S2	510.304025792	9.1E-06	3.107		C26H43FN4O3S	510.303990456	-2.63E-05	3.107		C17H45F2N8O3PS	510.30410137	8.46E-05	3.103		C19H51N4O5PS2	510.303849362	-0.0001674	3.093		C20H42F4N4O6	510.304047944	3.12E-05	3.092		C25H49FO5P2	510.303926148	-9.06E-05	3.088		C26H49ClFO4P	510.304102578	8.58E-05	3.088		C22H48F2O8S	510.303795936	-0.0002208	3.083		C16H45F2N8O4PSi	510.30387152	-0.0001452	3.082		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_131.msp	challenge_131	challenge131	0	34	719.349556408	[M+FA-H]-	C33H54O14	674.351356408	2.5E-06	3.352	UNPD,COCONUT	C21H67ClN6O5S4Si	674.351357454	3.6E-06	2.875		C21H67N6O5PS5	674.351410874	5.7E-05	2.873		C24H63FN6O3SSi5	674.351271746	-8.21E-05	2.872		C24H69FN2O4P2SSi4	674.351437288	8.34E-05	2.872		C25H65ClF2N4O2S2Si3	674.35133303	-2.08E-05	2.872		C27H65ClFN2O5PS2Si	674.35143424	8.04E-05	2.872		C19H67FN8O2S5Si2	674.351309664	-4.42E-05	2.871		C25H65F2N4O2PS3Si2	674.35138645	3.26E-05	2.871		C26H65FN2O6P2S2Si	674.35125781	-9.61E-05	2.87		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_132.msp	challenge_132	challenge132	0	12	577.301818368	[M+FA-H]-	C30H44O8	532.303618368	2.5E-06	3.313	HMDB,KNApSAcK,ChEBI,FooDB,LipidMAPS,UNPD,BLEXP,NPA,COCONUT,MINE	C16H49ClN10O2Si3	532.303628078	1.23E-05	2.528		C21H54F2N2O2S4	532.303619408	3.6E-06	2.528		C16H49N10O2PSSi2	532.303681498	6.57E-05	2.526		C15H49N10O3PSi3	532.303451648	-0.0001642	2.515		C20H56N2O4SSi4	532.303785392	0.0001696	2.514		C20H54F2N2O3S3Si	532.303389558	-0.0002263	2.503		C15H45BrN14O2	532.30332878	-0.000287	2.488		C17H49ClN10OSSi2	532.303857928	0.0002421	2.485		C27H50BrFN2O2	532.30396916	0.0003533	2.467		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_133.msp	challenge_133	challenge133	0	58	739.244390504	[M+H]+	C34H42O18	738.237114504	5E-07	3.687	KNApSAcK,LipidMAPS,UNPD,COCONUT,MINE	C35H46O13S2	738.237983532	0.0008695	3.077	COCONUT	C15H52F2N8O13S2Si3	738.237111754	-2.3E-06	3.022		C16H50N8O17Si4	738.23709826	-1.58E-05	3.022		C16H53F2N10O7PSSi5	738.237140756	2.67E-05	3.022		C16H62F4N4O6S8	738.237116584	2.5E-06	3.022		C16H53ClF2N10O7Si6	738.237087336	-2.67E-05	3.022		C17H43F3N12O11P2Si	738.237084646	-2.94E-05	3.022		C17H34N22O8S2	738.237138048	2.4E-05	3.022		C17H60F2N4O10S6Si	738.23710309	-1.1E-05	3.022		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_134.msp	challenge_134	challenge134	0	14	501.136731652	[M+Na]+	C23H26O11	478.147511652	7E-07	3.649	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,LipidMAPS,Urine,Serum,UNPD,BLEXP,COCONUT,MINE	C25H23FN4O3S	478.147489816	-2.11E-05	3.484	COCONUT	C16H26N6O9S	478.148197412	0.0006865	3.286	COCONUT	C11H30F4N6O4S2Si	478.14753485	2.39E-05	2.972		C14H36F2N2O5S4	478.147512692	1.7E-06	2.972		C15H34N2O9S2Si	478.147499198	-1.18E-05	2.972		C19H31ClN4O4S2	478.147525152	1.42E-05	2.972		C11H40F2N2O4S2Si4	478.14746232	-4.86E-05	2.971		C13H30ClF3N4O7S	478.14758264	7.17E-05	2.969		C12H30F3N4O8PS	478.14740621	-0.0001047	2.967		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_135.msp	challenge_135	challenge135	0	32	274.237674756	[M+NH4]+	C15H28O3	256.203844756	-4.4E-06	3.41	HMDB,KNApSAcK,ChEBI,DrugBank,FooDB,NANPDB,LipidMAPS,UNPD,NPA,COCONUT,MINE	C13H30F2S	256.2036284	-0.0002208	2.316		C14H32Si2	256.204254084	0.0004049	2.258		C8H28N6OS	256.204530516	0.0006813	2.251																																
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_136.msp	challenge_136	challenge136	0	58	270.206374628	[M+NH4]+	C15H24O3	252.172544628	-4.4E-06	3.936	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,STOFF,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C7H24N6O2Si	252.173000538	0.0004515	2.91		C8H24N6OS	252.173230388	0.0006813	2.8		C12H26F2OSi	252.172098422	-0.0004507	2.8		C8H32N2S3	252.172762024	0.0002129	2.769		C13H26F2S	252.172328272	-0.0002208	2.729		C10H25ClN4O	252.1716891	-0.00086	2.639		C14H28Si2	252.172953956	0.0004049	2.63												
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_137.msp	challenge_137	challenge137	0	34	529.192665148	[M-H]-	C24H34O13	530.199941148	-5E-07	3.71	KNApSAcK,UNPD,COCONUT,MINE	C26H31FN4O5S	530.199919312	-2.23E-05	3.482	ChEBI	C17H43N4O5PSSi3	530.199957696	1.61E-05	2.988		C18H45Cl2FN2O4SSi2	530.19996556	2.4E-05	2.988		C15H45BrFN6O2PSSi	530.19989916	-4.24E-05	2.987		C18H39FN6O3S3Si	530.199906858	-3.47E-05	2.987		C14H38Cl2FN10O2PS	530.199861666	-7.99E-05	2.985		C18H45ClFN2O4PS2Si	530.20001898	7.74E-05	2.985		C15H43FN6O2SSi5	530.199856486	-8.51E-05	2.984		C17H43ClN4O5Si4	530.199904276	-3.73E-05	2.984		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_138.msp	challenge_138	challenge138	0	88	343.155097868	[M-H]-	C20H24O5	344.162373868	-5E-07	3.901	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,UNPD,BLEXP,NPA,COCONUT,MINE	C11H26FN4O5P	344.162484782	0.0001105	3.031		C9H26F2N6O2Si2	344.162383572	9.3E-06	3.008		C9H28F3N4O2PS	344.162268426	-0.0001059	2.997		C12H32N2O3S2Si	344.162361414	-1.29E-05	2.994		C12H26ClFN4O4	344.162661212	0.0002869	2.989		C13H32N2O2S3	344.162591264	0.0002169	2.98		C8H25ClN10OS	344.1622041	-0.0001702	2.968		C11H32N2O4SSi2	344.162131564	-0.0002428	2.965		C10H22F2N6O5	344.161974244	-0.0004001	2.96		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_139.msp	challenge_139	challenge139	0	35	287.150012488	[M-H]-	C14H24O6	288.157288488	-5E-07	3.717	ChEBI,UNPD,COCONUT	C12H26F2O3S	288.157072132	-0.0002168	3.111		C10H20F4N4O	288.15732414	3.52E-05	3.09		C8H17FN10O	288.157083384	-0.0002056	3.064		C13H28O3Si2	288.157697816	0.0004089	3.054		C7H24N6O4S	288.157974248	0.0006853	2.919		C14H28O2SSi	288.157927666	0.0006387	2.851		C9H29ClN4SSi	288.157072138	-0.0002168	2.807		C7H25FN6OSSi	288.15638517	-0.0009038	2.738		C5H18F2N10O2	288.158226256	0.0009373	2.736		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_14.msp	challenge_14	challenge14	0	26	519.331629812	[M+H]+	C30H46O7	518.324353812	5E-07	3.751	HMDB,KNApSAcK,ChEBI,FooDB,LipidMAPS,UNPD,BLEXP,NPA,COCONUT,MINE	C22H54N2O5S2Si	518.324341358	-1.2E-05	2.83		C18H50F4N6S2Si	518.32437701	2.37E-05	2.824		C21H56F2N2OS4	518.324354852	1.5E-06	2.824		C26H51ClN4S2	518.324367312	1.4E-05	2.824		C19H48F2N6O4Si2	518.324363516	1.02E-05	2.819		C26H42F4N4O2	518.324389464	3.61E-05	2.818		C18H47ClN10O3S	518.324184044	-0.0001693	2.816		C15H41F2N14O2P	518.324259622	-9.37E-05	2.815		C21H48FN4O7P	518.324464726	0.0001114	2.813		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_140.msp	challenge_140	challenge140	0	26	98.096425352	[M+H]+	C6H11N	97.089149352	5E-07	3.877	FooDB,UNPD,BLEXP,COCONUT,MINE																																														
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_141.msp	challenge_141	challenge141	0	69	212.081837908	[M+H]+	C12H9N3O	211.074561908	5E-07	3.898	HMDB,ChEBI,DrugBank,STOFF,Urine,Serum,UNPD,BLEXP,NPA,COCONUT,MINE	C4H13N5O3S	211.073910276	-0.0006512	2.745		C6H12F3N3Si	211.075258574	0.0006971	2.595		C4H11ClFN7	211.074849252	0.0002878	2.404																																
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_142.msp	challenge_142	challenge142	0	18	955.490800908	[M+FA-H]-	C47H74O17	910.492600908	2.5E-06	3.8	KNApSAcK,ChEBI,FooDB,NANPDB,UNPD,COCONUT,MINE	C43H85Cl3O11Si	910.49267311	7.47E-05	2.986		C37H84Cl3FN6O7P2	910.492633548	3.52E-05	2.974		C46H82Cl3N2O7P	910.492522634	-7.57E-05	2.972		C30H74Cl3FN16O8	910.492514588	-8.38E-05	2.971		C42H87Cl3F2O7S2	910.492686604	8.82E-05	2.971		C44H88Cl3FO5P2Si	910.492586966	-1.14E-05	2.968		C38H90Cl3N4O5PS2Si	910.49251018	-8.82E-05	2.964		C39H90Cl4N4O4S2Si	910.49268661	8.82E-05	2.964		C38H78Cl3FN10O5S	910.492697856	9.95E-05	2.963		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_143.msp	challenge_143	challenge143	0	25	811.448542172	[M+FA-H]-	C41H66O13	766.450342172	2.5E-06	3.943	HMDB,KNApSAcK,ChEBI,FooDB,UNPD,BLEXP,NPA,COCONUT,MINE	C32H76F2N2O7S4	766.450343212	3.6E-06	3.172		C33H74N2O11S2Si	766.450329718	-9.9E-06	3.172		C26H70N8O13S2	766.4503763	3.67E-05	3.171		C27H71N10O7PSSi2	766.450405302	6.57E-05	3.17		C30H70F3N4O10PS	766.45023673	-0.0001029	3.167		C20H67N16O9PSSi	766.450451884	0.0001123	3.166		C21H75N12O7PS4	766.45021337	-0.0001263	3.164		C36H71N4O7PS2	766.450179242	-0.0001604	3.159		C20H63FN18O8S2	766.450171196	-0.0001684	3.158		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_144.msp	challenge_144	challenge144	0	10	358.114351948	[M+FA-H]-	C14H19NO7	313.116151948	2.5E-06	3.322	HMDB,KNApSAcK,FooDB,BMDB,Urine,Serum,PubChem,UNPD,NPA,COCONUT,MINE	C9H24ClN5OSSi	313.115935598	-0.0002138	2.497		C9H16N9O2P	313.116457382	0.000308	2.414		C8H24N5O2PSSi	313.115759168	-0.0003902	2.387		C8H24ClN5O2Si2	313.115705748	-0.0004437	2.366		C10H15F4N5O2	313.1161876	3.82E-05	2.359		C10H25F2NO2Si3	313.11611507	-3.43E-05	2.359		C11H25BrFN3O	313.11650274	0.0003533	2.359		C8H12FN11O2	313.115946844	-0.0002026	2.34		C12H21F2NO4S	313.115935592	-0.0002138	2.337		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_145.msp	challenge_145	challenge145	0	27	581.187576464	[M+FA-H]-	C26H32O12	536.189376464	2.5E-06	3.518	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,LipidMAPS,UNPD,COCONUT,MINE	C19H41N4O4PSSi3	536.189393012	1.91E-05	2.725		C20H43Cl2FN2O3SSi2	536.189400876	2.7E-05	2.725		C10H37FN12O3SSi4	536.189338384	-3.55E-05	2.724		C14H46F2N2O5S2Si4	536.189327132	-4.68E-05	2.724		C12H37N10O6PSSi2	536.189439594	6.57E-05	2.723		C11H39ClF2N10O2S2Si2	536.189399668	2.58E-05	2.72		C12H37ClN10O6Si3	536.189386174	1.23E-05	2.72		C17H47ClFN2O2PSi5	536.189403924	3E-05	2.72		C18H34F6N4O2Si3	536.189375238	1.3E-06	2.72		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_146.msp	challenge_146	challenge146	0	108	349.200949996	[M+H]+	C20H28O5	348.193673996	5E-07	4.007	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C12H36N2O3S2Si	348.193661542	-1.2E-05	3.135		C11H30FN4O5P	348.19378491	0.0001114	3.113		C13H36N2O2S3	348.193891392	0.0002178	3.104		C8H29ClN10OS	348.193504228	-0.0001693	3.069		C10H30F2N6OSSi	348.19391355	0.00024	3.058		C10H26F2N6O5	348.193274372	-0.0003992	3.039		C12H28N6O4Si	348.194129906	0.0004564	3.025		C16H24F4N4	348.193709648	3.61E-05	2.979		C18H30F2O2S	348.19345764	-0.0002159	2.976		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_147.msp	challenge_147	challenge147	0	60	267.159085184	[M+H]+	C15H22O4	266.151809184	5E-07	4.072	HMDB,KNApSAcK,ChEBI,T3DB,FooDB,NANPDB,LipidMAPS,Urine,Serum,PubChem,UNPD,BLEXP,NPA,COCONUT,MINE	C7H22N6O3Si	266.152265094	0.0004564	2.907		C12H24F2O2Si	266.151362978	-0.0004458	2.9		C8H22N6O2S	266.152494944	0.0006862	2.819		C8H30N2OS3	266.15202658	0.0002178	2.81		C13H24F2OS	266.151592828	-0.0002159	2.787		C10H23ClN4O2	266.150953656	-0.0008551	2.745		C14H26OSi2	266.152218512	0.0004098	2.704		C6H16F2N10	266.152746952	0.0009382	2.464		C15H26SSi	266.152448362	0.0006396	2.294		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_148.msp	challenge_148	challenge148	0	10	353.20469206	[M+Na]+	C16H30N2O5	330.21547206	7E-07	3.328	COCONUT,MINE	C14H32F2N2O2S	330.215255704	-0.0002157	2.537		C12H26F4N6	330.215507712	3.64E-05	2.519		C10H23FN12	330.215266956	-0.0002044	2.399		C15H34N2O2Si2	330.215881388	0.00041	2.379		C9H30N8O3S	330.21615782	0.0006865	2.35		C15H36FO2PS	330.215766242	0.0002949	2.277		C16H34N2OSSi	330.216111238	0.0006399	2.235		C16H36ClFOS	330.215942672	0.0004713	2.195		C9H31FN8SSi	330.214568742	-0.0009026	2.185		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_149.msp	challenge_149	challenge149	0	36	542.259591972	[M+NH4]+	C26H36O11	524.225761972	-4.4E-06	3.678	HMDB,KNApSAcK,ChEBI,FooDB,PubChem,UNPD,COCONUT,MINE	C10H31F3N16O2SSi	524.225796422	3E-05	2.873		C11H40N8O11S2	524.2257961	2.97E-05	2.873		C13H37FN12O3S3	524.225774264	7.8E-06	2.873		C14H40F4N6O4S2Si	524.22578517	1.87E-05	2.873		C14H49ClN6O2S4Si	524.225763018	-3.4E-06	2.873		C19H45N4O3PSSi3	524.22577852	1.21E-05	2.873		C22H41ClN4O4S2	524.225775472	9.1E-06	2.873		C28H33FN4O3S	524.225740136	-2.63E-05	2.873		C14H49N6O2PS5	524.225816438	5E-05	2.872		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_15.msp	challenge_15	challenge15	0	21	233.117220372	[M+H]+	C14H16O3	232.109944372	5E-07	3.66	HMDB,KNApSAcK,ChEBI,DrugBank,FooDB,UNPD,BLEXP,NPA,COCONUT,MINE	C7H16N6OS	232.110630132	0.0006862	3.203	BLEXP	C11H18F2OSi	232.109498166	-0.0004458	2.794		C6H16N6O2Si	232.110400282	0.0004564	2.79		C6H24N2OS2Si	232.109931918	-1.2E-05	2.722		C5H18FN4O3P	232.110055286	0.0001114	2.716		C4H14F2N6O3	232.109544748	-0.0003992	2.645		C7H24N2S3	232.110161768	0.0002178	2.588		C12H18F2S	232.109728016	-0.0002159	2.588		C9H19F3OS	232.110870888	0.000927	2.54		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_150.msp	challenge_150	challenge150	0	17	399.275213	[M-H]-	C22H40O6	400.282489	-5E-07	4.128	ChEBI,UNPD,COCONUT,MINE	C18H36F4N4O	400.282524652	3.52E-05	3.332		C16H33FN10O	400.282283896	-0.0002056	3.312		C17H45ClN4SSi	400.28227265	-0.0002168	3.31		C20H42F2O3S	400.282272644	-0.0002168	3.31		C21H44O3Si2	400.282898328	0.0004089	3.253		C18H37ClN8	400.282970864	0.0004814	3.224		C22H44O2SSi	400.283128178	0.0006387	3.148		C16H41FN6S2	400.281815532	-0.0006739	3.13		C15H40N6O4S	400.28317476	0.0006853	3.124		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_151.msp	challenge_151	challenge151	0	24	127.07535556	[M+H]+	C7H10O2	126.06807956	5E-07	4.419	HMDB,KNApSAcK,ChEBI,FooDB,STOFF,LipidMAPS,ECMDB,PubChem,UNPD,BLEXP,NPA,COCONUT,MINE																																														
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_152.msp	challenge_152	challenge152	0	60	228.232190548	[M+H]+	C14H29NO	227.224914548	5E-07	3.784	KNApSAcK,STOFF,LipidMAPS,UNPD,BLEXP,COCONUT,MINE																																														
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_153.msp	challenge_153	challenge153	0	14	335.174309376	[M+Cl]-	C15H28N2O4	300.204907376	-7E-07	3.602	NPA,COCONUT,MINE	C13H30F2N2OS	300.20469102	-0.0002171	2.734		C14H32N2OSi2	300.205316704	0.0004086	2.677		C8H28N8O2S	300.205593136	0.000685	2.426		C15H32N2SSi	300.205546554	0.0006384	2.256		C15H34ClFS	300.205377988	0.0004699	2.109		C6H22F2N12	300.205845144	0.000937	2.013		C17H33ClSi	300.204005266	-0.0009029	1.879												
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_154.msp	challenge_154	challenge154	0	23	963.472567592	[M+Cl]-	C47H76O18	928.503165592	-7E-07	3.878	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,UNPD,BLEXP,COCONUT,MINE	C30H77F3N12O11P2Si	928.503135734	-3.06E-05	3.041		C39H81F2N4O12P3	928.503190362	2.4E-05	3.041		C38H78FN4O18P	928.503276506	0.0001102	3.04		C29H80ClN14O11P3	928.50323695	7.06E-05	3.039		C33H81N10O12PSSi2	928.503228722	6.24E-05	3.039		C33H83ClFN8O12PSSi	928.503060156	-0.0001062	3.035		C34H74F5N8O13P	928.503312158	0.0001458	3.035		C34H83ClFN8O11PS2	928.503290006	0.0001237	3.033		C32H81N10O13PSi3	928.502998872	-0.0001675	3.032		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_155.msp	challenge_155	challenge155	0	14	859.243295936	[M+Cl]-	C38H48O20	824.273893936	-7E-07	3.132	KNApSAcK,NANPDB,LipidMAPS,UNPD,COCONUT	C21H54F8N6O10P2SSi	824.273888478	-6.2E-06	2.666		C21H40N22O10S2	824.27391748	2.28E-05	2.666		C21H55F3N12O7S3Si3	824.27386935	-2.53E-05	2.666		C21H60F8N6O4S4Si3	824.27389375	-9E-07	2.666		C21H66F2N4O12S6Si	824.273882522	-1.22E-05	2.666		C21H69F4N6O2PS7Si2	824.273925018	3.03E-05	2.666		C21H54ClFN16O5S5	824.273919728	2.51E-05	2.666		C21H69ClF4N6O2S6Si3	824.273871598	-2.31E-05	2.666		C22H58N4O22P2S	824.273863756	-3.09E-05	2.666		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_156.msp	challenge_156	challenge156	0	33	855.438371412	[M+FA-H]-	C42H66O15	810.440171412	2.5E-06	3.542	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,UNPD,COCONUT,MINE	C27H83N6O5PS3Si4	810.440175506	6.6E-06	2.701		C22H87N8O4PS7Si	810.440213424	4.46E-05	2.698		C28H79FN8O3S5Si2	810.440124668	-4.42E-05	2.696		C33H82Cl3N4O3PS2Si	810.440080684	-8.82E-05	2.693		C27H79BrN10O4S3Si	810.440052638	-0.0001162	2.692		C28H79BrN10O3S4	810.440282488	0.0001136	2.691		C29H91N2O2PS7Si2	810.440166842	-2E-06	2.69		C29H81ClF2N6O2S6	810.440185952	1.71E-05	2.69		C31H81F2N4O2PSSi6	810.440151082	-1.78E-05	2.69		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_157.msp	challenge_157	challenge157	0	135	319.22677082	[M+H]+	C20H30O3	318.21949482	5E-07	4.234	HMDB,KNApSAcK,ChEBI,DrugBank,SMPDB,YMDB,FooDB,NANPDB,BMDB,LipidMAPS,CSF,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C12H38N2OS2Si	318.219482366	-1.2E-05	3.041		C12H30N6O2Si	318.21995073	0.0004564	3.023		C17H32F2OSi	318.219048614	-0.0004458	2.906		C13H30N6OS	318.22018058	0.0006862	2.854		C15H31ClN4O	318.218639292	-0.0008551	2.727		C15H33F3OS	318.220421336	0.000927	2.678		C13H38N2S3	318.219712216	0.0002178	2.56		C18H32F2S	318.219278464	-0.0002159	2.514		C19H34Si2	318.219904148	0.0004098	2.442		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_158.msp	challenge_158	challenge158	0	113	485.216993984	[M+H]+	C27H32O8	484.209717984	5E-07	3.758	KNApSAcK,T3DB,UNPD,BLEXP,NPA,COCONUT,MINE	C17H36ClF3N4O4S	484.209788972	7.14E-05	2.994		C19H40N2O6S2Si	484.20970553	-1.2E-05	2.994		C16H36F3N4O5PS	484.209612542	-0.000105	2.992		C12H36N8O8S2	484.209752112	3.46E-05	2.991		C16H34F2N6O5Si2	484.209727688	1.02E-05	2.99		C18H34FN4O8P	484.209828898	0.0001114	2.986		C12H48N4O3S5Si	484.209922926	0.0002054	2.985		C16H44N2O5Si5	484.209655158	-6.24E-05	2.985		C15H33ClN10O4S	484.209548216	-0.0001693	2.981		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_159.msp	challenge_159	challenge159	0	11	603.204811212	[M+Na]+	C28H36O13	580.215591212	7E-07	3.163	HMDB,KNApSAcK,ChEBI,FooDB,UNPD,BLEXP,COCONUT,MINE	C11H43F3N12S3Si3	580.215566626	-2.39E-05	2.364		C12H43BrFN12O4PS	580.215595806	5.3E-06	2.364		C13H43ClF2N10O3S2Si2	580.215614416	2.39E-05	2.364		C14H41ClN10O7Si3	580.215600922	1.04E-05	2.364		C15H37FN12O5S3	580.215603504	1.3E-05	2.364		C15H51ClF2N6S6	580.215605752	1.52E-05	2.364		C16H49ClN6O4S4Si	580.215592258	1.7E-06	2.364		C19H46F2N2O7S4	580.215592252	1.7E-06	2.364		C19H51ClFN2O3PSi5	580.215618672	2.82E-05	2.364		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_16.msp	challenge_16	challenge16	0	17	555.277582228	[M+Na]+	C26H44O11	532.288362228	7E-07	2.929	KNApSAcK,UNPD,COCONUT,MINE	C17H53FN6SSi5	532.288277566	-8.4E-05	2.424		C13H45FN12O3S3	532.28837452	1.3E-05	2.377		C19H53N4O3PSSi3	532.288378776	1.72E-05	2.377		C20H49FN6OS3Si	532.288327938	-3.36E-05	2.376		C20H55ClFN2O2PS2Si	532.28844006	7.85E-05	2.374		C19H49BrN8O2S	532.288255908	-0.0001056	2.371		C16H46Cl2N12Si2	532.288397892	3.64E-05	2.36		C20H53ClN4O2SSi3	532.288555206	0.0001937	2.358		C20H51ClF2N4OS3	532.288159372	-0.0002022	2.357		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_160.msp	challenge_160	challenge160	0	85	424.196597792	[M+NH4]+	C21H26O8	406.162767792	-4.4E-06	3.911	KNApSAcK,NANPDB,UNPD,NPA,COCONUT,MINE	C13H34N2O6S2Si	406.162755338	-1.69E-05	3.106		C12H28FN4O8P	406.162878706	0.0001065	3.104		C10H28F2N6O5Si2	406.162777496	5.3E-06	3.095		C10H30F3N4O5PS	406.16266235	-0.0001099	3.095		C17H22F4N4O3	406.162803444	3.12E-05	3.082		C11H38N2O4SSi4	406.162934816	0.0001626	3.08		C12H34N2O7SSi2	406.162525488	-0.0002468	3.08		C14H34N2O5S3	406.162985188	0.0002129	3.077		C9H27ClN10O4S	406.162598024	-0.0001742	3.069		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_161.msp	challenge_161	challenge161	0	17	329.087806156	[M-H]-	C14H18O9	330.095082156	-5E-07	4.771	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,PubChem,PlantCyc,UNPD,COCONUT,MINE	C7H26N2O6S3	330.095299552	0.0002169	3.81		C12H20F2O6S	330.0948658	-0.0002168	3.81		C13H22O6Si2	330.095491484	0.0004089	3.753		C11H20F2O7Si	330.09463595	-0.0004467	3.738		C7H18N6O7S	330.095767916	0.0006853	3.624		C6H18N6O8Si	330.095538066	0.0004555	3.568		C9H19ClN4O7	330.094226628	-0.000856	3.526		C9H29ClO4P2S	330.095031348	-5.13E-05	3.499		C10H14F4N4O4	330.095117808	3.52E-05	3.499		
