File path	File name	Title	MS1 count	MSMS count	PRECURSORMZ	PRECURSORTYPE	Structure rank 1	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 2	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 3	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 4	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 5	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 6	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 7	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 8	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 9	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 10	Total score	Databases	Formula	Ontology	InChIKey	SMILES	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_320.msp	challenge_320	challenge320	0	3	538.749802024	[M-H]-	7392	5.9888	Database ID=7392,ChEBI=CHEBI:33217,T3DB=T3D1803,STOFF=STOFF_10475,PubChem=6618,BLEXP=BLEXPDB00000006618,COCONUT=CNP0397740	C15H12Br4O2	Bisphenols	VEORPZCZECFIRK-UHFFFAOYSA-N	BrC=1C=C(C=C(Br)C1O)C(C2=CC(Br)=C(O)C(Br)=C2)(C)C	63855	5.5243	Database ID=63855,BLEXP=BLEXPDB00054240982	C15H12Br4O2	Bisphenols	QPZHSCPXMCTYON-UHFFFAOYSA-N	BrC=1C(Br)=C(C(Br)=C(Br)C1O)C(C2=CC=C(O)C=C2)(C)C																																																									
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_321.msp	challenge_321	challenge321	0	5	497.946203044	[M-H]-																																																																							
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_322.msp	challenge_322	challenge322	0	2	482.587149152	[M-H]-	76950	6.7117	Database ID=76950,DrugBank=DB03167,STOFF=STOFF_842,BLEXP=BLEXPDB00000011852	C6HBr5O	P-bromophenols	SVHOVVJFOWGYJO-UHFFFAOYSA-N	BrC=1C(Br)=C(Br)C(O)=C(Br)C1Br																																																																
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_323.msp	challenge_323	challenge323	0	29	487.028963212	[M-H]-	15513	5.8262	Database ID=15513,ChEBI=CHEBI:39382,STOFF=STOFF_2452,BLEXP=BLEXPDB00000091766,COCONUT=CNP0222497	C21H11ClF6N2O3	N-benzoyl-N'-phenylureas	RYLHNOVXKPXDIP-UHFFFAOYSA-N	O=C(NC(=O)C=1C(F)=CC=CC1F)NC2=CC=C(OC3=CC=C(C=C3Cl)C(F)(F)F)C=C2F																																																																
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_324.msp	challenge_324	challenge324	0	9	402.842619512	[M-H]-	10047	6.1623	Database ID=10047,HMDB=HMDB0014894,ChEBI=CHEBI:5693,DrugBank=DB00756,STOFF=STOFF_2182,Urine=HMDB0014894,Serum=HMDB0014894,BLEXP=BLEXPDB00000003598,COCONUT=CNP0217793	C13H6Cl6O2	Diphenylmethanes	ACGUYXCXAPNIKK-UHFFFAOYSA-N	ClC=1C=C(Cl)C(O)=C(C1Cl)CC=2C(Cl)=C(Cl)C=C(Cl)C2O																																																																
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_325.msp	challenge_325	challenge325	0	8	347.915813184	[M-H]-	44717	6.373	Database ID=44717,ChEBI=CHEBI:188648,STOFF=STOFF_4714,BLEXP=BLEXPDB00000014385	C13H7Cl4NO2	Benzanilides	SJQBHPJLLIJASD-UHFFFAOYSA-N	O=C(NC1=CC=C(Cl)C(Cl)=C1)C=2C=C(Cl)C=C(Cl)C2O	10722	5.2617	Database ID=10722,ChEBI=CHEBI:9473,COCONUT=CNP0051158	C13H7Cl4NO2	P-chlorophenols	BDOBMVIEWHZYDL-UHFFFAOYSA-N	O=C(NC=1C=CC=CC1)C=2C(Cl)=C(Cl)C(Cl)=C(Cl)C2O																																																									
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_326.msp	challenge_326	challenge326	0	7	347.915813184	[M-H]-	44717	6.373	Database ID=44717,ChEBI=CHEBI:188648,STOFF=STOFF_4714,BLEXP=BLEXPDB00000014385	C13H7Cl4NO2	Benzanilides	SJQBHPJLLIJASD-UHFFFAOYSA-N	O=C(NC1=CC=C(Cl)C(Cl)=C1)C=2C=C(Cl)C=C(Cl)C2O	10722	5.2616	Database ID=10722,ChEBI=CHEBI:9473,COCONUT=CNP0051158	C13H7Cl4NO2	P-chlorophenols	BDOBMVIEWHZYDL-UHFFFAOYSA-N	O=C(NC=1C=CC=CC1)C=2C(Cl)=C(Cl)C(Cl)=C(Cl)C2O																																																									
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_327.msp	challenge_327	challenge327	0	2	426.96790588	[M-H]-	78548	5.3913	Database ID=78548,UNPD=UNPD162738,NPA=NPA010690,COCONUT=CNP0143343	C15H23Br2ClO2	Chamigranes	IMECRWKPGFVLJE-UHFFFAOYSA-N	ClC1CC2(CCC1(Br)C)C3(OC3)CC(O)C(Br)C2(C)C	322164	5.3913	Database ID=322164,UNPD=UNPD162738,NPA=NPA010690,COCONUT=CNP0143343	C15H23Br2ClO2	Chamigranes	IMECRWKPGFVLJE-YKMBMCPFSA-N	ClC1CC2(CCC1(Br)C)C3(OC3)CC(O)C(Br)C2(C)C	384976	5.3913	Database ID=384976,UNPD=UNPD135753;UNPD23205,COCONUT=CNP0195593	C15H23Br2ClO2	Chamigranes	YYLQMEPEKFNFNL-UHFFFAOYSA-N	ClC1(C)CC(O)C2(CC1Br)C3(OC3CC(Br)C2(C)C)C	474163	5.3913	Database ID=474163,KNApSAcK=C00011952,UNPD=UNPD68712;UNPD94177,COCONUT=CNP0106480	C15H23Br2ClO2	Cyclohexyl halides	LCWXSHUNEUSYLE-UHFFFAOYSA-N	ClC1(C)CCC(CC1Br)C2(O)C(OC(C)(C)C(Br)C2)=C	501031	5.3913	Database ID=501031,KNApSAcK=C00021630,COCONUT=CNP0424491	C15H23Br2ClO2	Chamigranes	GXCZXGLCOXOWSA-UHFFFAOYSA-N	ClC1(C)CCC2(CC1Br)C3(OC3C(O)C(Br)C2(C)C)C																																				
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_328.msp	challenge_328	challenge328	0	9	669.421936804	[M-H]-	6165	7.1906	Database ID=6165,ChEBI=CHEBI:27617;CHEBI:95215,STOFF=STOFF_4279,UNPD=UNPD174667;UNPD50469;UNPD9114,BLEXP=BLEXPDB00000004243,NPA=NPA010274,COCONUT=CNP0161215	C36H62O11	Heterocyclic fatty acids	GAOZTHIDHYLHMS-KEOBGNEYSA-N	O=C(O)C(C)C(OC)C(C)C1OC2(OC(C)(CC2)C3OC(CC)(CC3)C4OC(CC4C)C5OC(O)(CO)C(C)CC5C)CC(O)C1C	58691	7.1906	Database ID=58691,ChEBI=CHEBI:27617;CHEBI:95215,STOFF=STOFF_4279,UNPD=UNPD174667;UNPD50469;UNPD9114,BLEXP=BLEXPDB00000004243,NPA=NPA010274,COCONUT=CNP0161215	C36H62O11	Heterocyclic fatty acids	GAOZTHIDHYLHMS-UHFFFAOYSA-N	O=C(O)C(C)C(OC)C(C)C1OC2(OC(C)(CC2)C3OC(CC)(CC3)C4OC(CC4C)C5OC(O)(CO)C(C)CC5C)CC(O)C1C	378668	7.1559	Database ID=378668,UNPD=UNPD127625;UNPD148773,COCONUT=CNP0170287	C36H62O11	Triterpenoids	MWXVMMQNIINAKK-UHFFFAOYSA-N	OCC1OC(OC2CCC3(C)C(CCC4(CO)C3CC(O)C4C5(OC(CC5)C6(OC(CC6)C(O)(C)C)C)C)C2(C)C)C(O)C(O)C1O	106760	7.1152	Database ID=106760,HMDB=HMDB0039436,KNApSAcK=C00032992,FooDB=FDB019032,UNPD=UNPD196124;UNPD35279,COCONUT=CNP0166337	C36H62O11	Triterpenoids	JFTBERIHMIFXML-FMIVXFBMSA-N	OOC(C=CCC(OC1OC(CO)C(O)C(O)C1O)(C)C2CCC3(C)C2C(O)CC4C5(C)CCC(O)C(C)(C)C5C(O)CC43C)(C)C	395737	7.1152	Database ID=395737,UNPD=UNPD150118,COCONUT=CNP0279799	C36H62O11	Triterpene saponins	NPJGFPSXGDTZJP-UHFFFAOYSA-N	OOC(C(=C)C)CCC(OC1OC(CO)C(O)C(O)C1O)(C)C2CCC3(C)C2C(O)CC4C5(C)CCC(O)C(C)(C)C5C(O)CC43C	427553	7.1152	Database ID=427553,HMDB=HMDB0039436,KNApSAcK=C00032992,FooDB=FDB019032,UNPD=UNPD196124;UNPD35279,COCONUT=CNP0166337	C36H62O11	Triterpenoids	JFTBERIHMIFXML-UHFFFAOYSA-N	OOC(C=CCC(OC1OC(CO)C(O)C(O)C1O)(C)C2CCC3(C)C2C(O)CC4C5(C)CCC(O)C(C)(C)C5C(O)CC43C)(C)C	552602	7.1152	Database ID=552603,HMDB=HMDB0039436,KNApSAcK=C00032992,FooDB=FDB019032,UNPD=UNPD196124;UNPD35279,COCONUT=CNP0166337	C36H62O11	Triterpenoids	JFTBERIHMIFXML-NSRVXEEOSA-N	OOC(C=CCC(OC1OC(CO)C(O)C(O)C1O)(C)C2CCC3(C)C2C(O)CC4C5(C)CCC(O)C(C)(C)C5C(O)CC43C)(C)C	464501	7.1107	Database ID=464501,UNPD=UNPD52194,COCONUT=CNP0184222	C36H62O11	Triterpene saponins	OZGIVROHGSFHCX-UHFFFAOYSA-N	OOC(C=CCC(O)(C)C1CCC2(C)C1CCC3C2(C)CCC4C(C)(C)C(OC5OC(CO)C(O)C(O)C5O)C(O)C(O)C43C)(C)C	400608	7.1079	Database ID=400608,KNApSAcK=C00030264,UNPD=UNPD156798;UNPD30131,COCONUT=CNP0287551	C36H62O11	Triterpene saponins	VCIATBKNMKVKOS-UHFFFAOYSA-N	OOC(C=CCC(O)(C)C1CCC2(C)C1C(O)CC3C4(C)CCC(O)C(C)(C)C4C(OC5OC(CO)C(O)C(O)C5O)CC32C)(C)C	474225	7.1079	Database ID=474225,UNPD=UNPD68821,COCONUT=CNP0310851	C36H62O11	Triterpene saponins	AKVGMEGERDBOEI-UHFFFAOYSA-N	OOC(C(=C)C)CCC(O)(C)C1CCC2(C)C1CCC3C2(C)CCC4C(C)(C)C(OC5OC(CO)C(O)C(O)C5O)C(O)C(O)C43C	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_329.msp	challenge_329	challenge329	0	6	512.960039452	[M-H]-																																																																							
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_33.msp	challenge_33	challenge33	0	102	505.222765124	[M+H]+	343919	6.6454	Database ID=343919	C23H32N6O5S		KZFHUILKKFVOMB-UHFFFAOYSA-N	O=C1N=C(NN2C(=NC(=C12)C)CCC)C=3C=C(C=CC3OCC)S(=O)(=O)N4CCN(CCO)CC4	68615	6.5862	Database ID=68615,STOFF=STOFF_8894,BLEXP=BLEXPDB00135452901	C23H32N6O5S	Benzenesulfonamides	NEYKRKVLEWKOBI-UHFFFAOYSA-N	O=C1NC(=NC=2C(=NN(C12)C)CCC)C=3C=C(C=CC3OCC)S(=O)(=O)N4CCN(CCO)CC4	344202	6.4944	Database ID=344202	C23H32N6O5S		GXUGEZIHENHAGP-UHFFFAOYSA-N	O=C1N=C(NN2C(=NC(=C12)C)CCC)C=3C=C(C=CC3OCC)S(=O)(=O)N4CC[N+]([O-])(CC)CC4																																																		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_330.msp	challenge_330	challenge330	0	7	325.18428982	[M-H]-	74137	7.0165	Database ID=74137,BLEXP=BLEXPDB00000015900	C18H30O3S	Benzenesulfonate esters	YRIUSKIDOIARQF-UHFFFAOYSA-N	O=S(=O)(OCCCCCCCCCCCC)C=1C=CC=CC1	43337	6.9463	Database ID=43337,HMDB=HMDB0031031,FooDB=FDB003025,STOFF=STOFF_92,BLEXP=BLEXPDB00000025457,COCONUT=CNP0097449	C18H30O3S	Benzenesulfonic acids and derivatives	WBIQQQGBSDOWNP-UHFFFAOYSA-N	O=S(=O)(O)C=1C=CC=CC1CCCCCCCCCCCC	43338	6.9463	Database ID=43338,COCONUT=CNP0003546	C18H30O3S	Benzenesulfonic acids and derivatives	HRPQWSOMACYCRG-UHFFFAOYSA-N	O=S(=O)(O)C=1C=CC=C(C1)CCCCCCCCCCCC	43339	6.9463	Database ID=43339,HMDB=HMDB0059915,STOFF=STOFF_3994,BLEXP=BLEXPDB00000008485,COCONUT=CNP0003545	C18H30O3S	Benzenesulfonic acids and derivatives	KWXICGTUELOLSQ-UHFFFAOYSA-N	O=S(=O)(O)C1=CC=C(C=C1)CCCCCCCCCCCC	259303	6.8605	Database ID=259303,BLEXP=BLEXPDB00000016652	C18H30O3S	Benzenesulfonic acids and derivatives	GHNRTXCRBJQVGN-UHFFFAOYSA-N	O=S(=O)(O)C1=CC=C(C=C1)C(CCCCC)CCCCCC	351514	6.8605	Database ID=351514	C18H30O3S		YNJLGQRDQAQAHR-UHFFFAOYSA-N	O=S(=O)(O)C1=CC=C(C=C1)C(CCC)CCCCCCCC																													
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_331.msp	challenge_331	challenge331	0	18	167.10397032	[M+H]+	7191	7.2517	Database ID=7191,HMDB=HMDB0029862,ChEBI=CHEBI:30260,T3DB=T3D4493,FooDB=FDB001091,STOFF=STOFF_2433,PubChem=47866,BLEXP=BLEXPDB00000047866,COCONUT=CNP0378836	C6H10N6	N-aliphatic s-triazines	LVQDKIWDGQRHTE-UHFFFAOYSA-N	N=1C(=NC(=NC1N)NC2CC2)N																																																																
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_332.msp	challenge_332	challenge332	0	5	123.09167432	[M+H]+	41296	7.0099	Database ID=41296,HMDB=HMDB0041568,FooDB=FDB004429;FDB021558,UNPD=UNPD188054,NPA=NPA012481,COCONUT=CNP0183380	C7H10N2	Pyrazines	OXCKCFJIKRGXMM-UHFFFAOYSA-N	N=1C=C(N=CC1C)CC	44809	7.0099	Database ID=44809,HMDB=HMDB0031844,YMDB=YMDB01442,FooDB=FDB008527,UNPD=UNPD133617,BLEXP=BLEXPDB00000026808,NPA=NPA017704,COCONUT=CNP0313440	C7H10N2	Pyrazines	IAEGWXHKWJGQAZ-UHFFFAOYSA-N	N=1C=C(N=C(C1C)C)C	100016	7.0099	Database ID=100016,HMDB=HMDB0041569,FooDB=FDB004438;FDB021559,UNPD=UNPD175149,COCONUT=CNP0156975	C7H10N2	Pyrazines	RAFHQTNQEZECFL-UHFFFAOYSA-N	N=1C=C(N=C(C1)CC)C	108443	7.0099	Database ID=108443,HMDB=HMDB0041254,FooDB=FDB021162;FDB029660,UNPD=UNPD142830,COCONUT=CNP0243820	C7H10N2	Pyrazines	LNIMMWYNSBZESE-UHFFFAOYSA-N	N=1C=CN=C(C1C)CC	108733	7.0099	Database ID=108733,HMDB=HMDB0041571,FooDB=FDB021561,UNPD=UNPD113342,COCONUT=CNP0247099	C7H10N2	Pyrazines	DJLLTFRHLPVCEL-UHFFFAOYSA-N	N=1C=CN=C(C1)CCC	108732	6.871	Database ID=108732,HMDB=HMDB0041570,FooDB=FDB021560,UNPD=UNPD40429,COCONUT=CNP0293152	C7H10N2	Pyrazines	GIMBKDZNMKTZMG-UHFFFAOYSA-N	N=1C=CN=C(C1)C(C)C	453035	6.871	Database ID=453035,UNPD=UNPD32635,COCONUT=CNP0111004	C7H10N2	Nitriles	LLEVMYXEJUDBTA-UHFFFAOYSA-N	N#CCCCCCC#N	538229	6.8016	Database ID=538229	C7H10N2		IDHRHHLXBFGLSE-UHFFFAOYSA-N	N1=CC=C2N1CCCC2	60010	6.7599	Database ID=60010,BLEXP=BLEXPDB00017799104	C7H10N2	Pyrazolidines	CSDFHCDNAZPVKH-UHFFFAOYSA-N	C=1C=CC2CNNC2C1	62006	6.7599	Database ID=62006,STOFF=STOFF_4430,BLEXP=BLEXPDB00000014284,COCONUT=CNP0362397	C7H10N2	Dialkylarylamines	VHYFNPMBLIVWCW-UHFFFAOYSA-N	N=1C=CC(=CC1)N(C)C	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_333.msp	challenge_333	challenge333	0	6	114.066187844	[M+H]+	4906	7.3334	Database ID=4906,HMDB=HMDB0000562,ChEBI=CHEBI:16737,FooDB=FDB021814,STOFF=STOFF_9677,BMDB=BMDB00562,Urine=HMDB0000562,Saliva=HMDB0000562,Feces=HMDB0000562,CSF=HMDB0000562,Serum=HMDB0000562,PubChem=588,PlantCyc=CREATININE,UNPD=UNPD189249;UNPD95113,BLEXP=BLEXPDB00000000588,COCONUT=CNP0309599	C4H7N3O	Alpha amino acids and derivatives	DDRJAANPRJIHGJ-UHFFFAOYSA-N	O=C1NC(=N)N(C)C1	62070	7.0575	Database ID=62070,PubChem=26009888	C4H7N3O	1,2,4-trisubstituted imidazoles	BTXYOFGSUFEOLA-UHFFFAOYSA-N	OC=1N=C(N)N(C1)C	46212	6.928	Database ID=46212	C4H7N3O		KXLLKSHFFVQKTQ-UHFFFAOYSA-N	N#CCCNC(=O)N	83642	6.9261	Database ID=83642,BLEXP=BLEXPDB00067065404	C4H7N3O	Pyrazolines	PPVUWDCETZMPLT-UHFFFAOYSA-N	O=C(N)N1NC=CC1	306631	6.5696	Database ID=306631,ChEBI=CHEBI:82359	C4H7N3O	Organic N-nitroso compounds	HZDLDFBKYBGNHG-UHFFFAOYSA-N	N#CCCN(N=O)C																																				
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_334.msp	challenge_334	challenge334	0	4	119.060374192	[M+H]+	14373	6.3307	Database ID=14373,ChEBI=CHEBI:36669;CHEBI:36670,BLEXP=BLEXPDB00000009221	C7H6N2	Indazoles	BAXOFTOLAUCFNW-UHFFFAOYSA-N	N1=CC=2C=CC=CC2N1	7714	5.914	Database ID=7714,ChEBI=CHEBI:41275,STOFF=STOFF_8492,PlantCyc=BENZIMIDAZOLE,BLEXP=BLEXPDB00000005798	C7H6N2	Benzimidazoles	HYZJCKYKOHLVJF-UHFFFAOYSA-N	N1=CNC=2C=CC=CC12	14359	5.914	Database ID=14359,ChEBI=CHEBI:36639	C7H6N2	Benzimidazoles	NLMVLMCSXDIGSW-UHFFFAOYSA-N	N1=C2C=CC=CC2=NC1	82741	5.664	Database ID=82741	C7H6N2		JLXXLCJERIYMQG-UHFFFAOYSA-N	N#CNC=1C=CC=CC1	52809	5.6362	Database ID=52809,UNPD=UNPD131415,COCONUT=CNP0174653	C7H6N2	Benzonitriles	YBAZINRZQSAIAY-UHFFFAOYSA-N	N#CC1=CC=C(N)C=C1	535533	5.6362	Database ID=535533	C7H6N2		HLCPWBZNUKCSBN-UHFFFAOYSA-N	N#CC=1C=CC=CC1N	14350	5.4973	Database ID=14350,ChEBI=CHEBI:36623	C7H6N2	Imidazoles	VSTRESXSGAUGKC-UHFFFAOYSA-N	N1=CN=C2C1=CC=CC2	14360	5.4973	Database ID=14360,ChEBI=CHEBI:36641	C7H6N2	Imidazoles	VRKAZVNMMPXRKG-UHFFFAOYSA-N	N=1C=NC2C=CC=CC12	58531	5.4973	Database ID=58531	C7H6N2		JBDKAABFESSFMV-UHFFFAOYSA-N	N1=CC=CN2C=CC=C12	66732	5.4973	Database ID=66732,BLEXP=BLEXPDB00000078960	C7H6N2	Imidazopyridines	UTCSSFWDNNEEBH-UHFFFAOYSA-N	N=1C=CN2C=CC=CC12	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_335.msp	challenge_335	challenge335	0	5	100.112075416	[M+H]+	35514	8.6475	Database ID=35514,ChEBI=CHEBI:87502	C6H13N	Monoalkylamines	KGNHJDRDIDXUHY-UHFFFAOYSA-N	NCCC=C(C)C	544800	8.3746	Database ID=544801,COCONUT=CNP0080033	C6H13N		UZOFELREXGAFOI-UHFFFAOYSA-N	N1CCC(C)CC1	4317	8.2548	Database ID=4317,HMDB=HMDB0031404;HMDB0062716,KNApSAcK=C00044142,ChEBI=CHEBI:15773;CHEBI:42939,DrugBank=DB02995,FooDB=FDB003478,STOFF=STOFF_5415,Feces=HMDB0031404,Serum=HMDB0031404,PubChem=7965,PlantCyc=CPD-303,UNPD=UNPD46131,BLEXP=BLEXPDB00000007965,COCONUT=CNP0149842	C6H13N	Cyclohexylamines	PAFZNILMFXTMIY-UHFFFAOYSA-N	NC1CCCCC1	88602	8.1727	Database ID=88602,HMDB=HMDB0032416,FooDB=FDB009857,UNPD=UNPD11047;UNPD12852,COCONUT=CNP0238241	C6H13N	Piperidines	NNWUEBIEOFQMSS-UHFFFAOYSA-N	N1CCCCC1C	13037	8.1506	Database ID=13037,ChEBI=CHEBI:32616,STOFF=STOFF_7280,BLEXP=BLEXPDB00000008119	C6H13N	Azepanes	ZSIQJIWKELUFRJ-UHFFFAOYSA-N	N1CCCCCC1	508062	8.1368	Database ID=508062,STOFF=STOFF_7879	C6H13N	Dialkylamines	AXTLFVLHXSDZOW-UHFFFAOYSA-N	C=C(C)CNCC	70156	7.9198	Database ID=70156,STOFF=STOFF_7443,UNPD=UNPD87942,BLEXP=BLEXPDB00000012291,COCONUT=CNP0325316	C6H13N	Piperidines	PAMIQIKDUOTOBW-UHFFFAOYSA-N	N1(C)CCCCC1	88238	7.8092	Database ID=88238,BLEXP=BLEXPDB00000081782	C6H13N	N-alkylpyrrolidines	ONQBOTKLCMXPOF-UHFFFAOYSA-N	N1(CC)CCCC1															
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_336.msp	challenge_336	challenge336	0	10	167.045118052	[M+H]+	384861	5.8253	Database ID=384861,UNPD=UNPD13560,COCONUT=CNP0226024	C7H6N2O3	Pyridinecarboxylic acids	DIABIDLZBNRSPR-UHFFFAOYSA-N	O=C(O)C1=CC=CN=C1C(=N)O	389587	5.8253	Database ID=389587,UNPD=UNPD141826,COCONUT=CNP0160863	C7H6N2O3	Pyridinecarboxylic acids	CGDAWEVRGAIHJH-UHFFFAOYSA-N	O=C(O)C1=NC=CC=C1C(=N)O	75073	5.8123	Database ID=75073,BLEXP=BLEXPDB00000011876	C7H6N2O3	Nitrobenzenes	KLGQWSOYKYFBTR-UHFFFAOYSA-N	O=C(N)C=1C=CC=CC1[N+](=O)[O-]	304143	5.8118	Database ID=304143,ChEBI=CHEBI:29487,UNPD=UNPD56108,NPA=NPA016795,COCONUT=CNP0314124	C7H6N2O3	Benzamides	GUWUNALKOAAXJC-UHFFFAOYSA-N	O=NC1=CC(=CC=C1O)C(=O)N	76799	5.3983	Database ID=76799,BLEXP=BLEXPDB00005369356,COCONUT=CNP0055417	C7H6N2O3	Nitrobenzenes	GQMMRLBWXCGBEV-UHFFFAOYSA-N	O=[N+]([O-])C=1C=CC=C(C=NO)C1	486168	5.3983	Database ID=486168,UNPD=UNPD90433,COCONUT=CNP0327186	C7H6N2O3	N-phenylureas	KWQYUBRZHVHHPB-UHFFFAOYSA-N	O=NC(O)=NC1=CC=C(O)C=C1	47763	5.315	Database ID=47763,BLEXP=BLEXPDB00000085301	C7H6N2O3	Nitrobenzenes	ZTCQFVRINYOPOH-UHFFFAOYSA-N	O=CNC1=CC=C(C=C1)[N+](=O)[O-]																						
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_337.msp	challenge_337	challenge337	0	6	192.076752528	[M+H]+	59410	7.8742	Database ID=59410	C9H9N3O2		GPJHMNRISIUJTD-UHFFFAOYSA-N	OC=1C=C(C=C2C=NC(=NC12)N)CO	429329	7.7745	Database ID=429329,UNPD=UNPD19983,COCONUT=CNP0202585	C9H9N3O2	Pyridopyrazines	AOLULOKZOGPFJI-UHFFFAOYSA-N	N=1C=CC=C2N=C(OC)C(=NC12)OC	9631	7.7729	Database ID=9631,HMDB=HMDB0031769,ChEBI=CHEBI:3392,T3DB=T3D0942,FooDB=FDB008442,STOFF=STOFF_517,UNPD=UNPD177296,BLEXP=BLEXPDB00000025429,COCONUT=CNP0154617	C9H9N3O2	2-benzimidazolylcarbamic acid esters	TWFZGCMQGLPBSX-UHFFFAOYSA-N	O=C(OC)NC1=NC=2C=CC=CC2N1	60469	7.7336	Database ID=60469	C9H9N3O2		LRHIBEODBAXBHH-UHFFFAOYSA-N	O=C(O)NC1=NC=2C(=CC=CC2C)N1	527710	7.579	Database ID=527710	C9H9N3O2		YSCJJOXSVFNSPY-UHFFFAOYSA-N	O=[N+]([O-])C1=CC=CC(=C1)C2=NCCN2	55908	6.9973	Database ID=55908,BLEXP=BLEXPDB00000430947	C9H9N3O2	Benzisoxazoles	JIYRBTHORWEQJM-UHFFFAOYSA-N	ON=C(N)CC1=NOC=2C=CC=CC21	60770	6.9973	Database ID=60770,BLEXP=BLEXPDB00021622470	C9H9N3O2	Benzimidazoles	GRFSELUDSGJNFW-UHFFFAOYSA-N	O=C(ON1C=NC=2C=CC=CC21)NC	538166	6.9973	Database ID=538166	C9H9N3O2		SORASSFGEFQWIH-UHFFFAOYSA-N	O=C(OCC)C=1N=C2N=CC=CN2C1	558779	6.9973	Database ID=558780	C9H9N3O2		LIUDTQAYKCWYCI-UHFFFAOYSA-N	O=C(ONC1=CC=CC2=CNN=C21)C								
