Index,Precursor mz,Challenge,Formula,SMILES,InChIkey,Adduct,Ion mode
challenge_442,428.8912 ,CASMI2016_Challenge-193,C9H15Cl6O4P,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,ASLWPAWFJZFCKF-UHFFFAOYSA-N,[M+H]+,positive
challenge_443,358.9768 ,CASMI2016_Challenge-194,C12H14Cl3O4P,CCOP(=O)(OCC)O\C(=C/Cl)c1ccc(Cl)cc1Cl,FSAVDKDHPDSCTO-WQLSENKSSA-N,[M+H]+,positive
challenge_444,374.0934 ,CASMI2016_Challenge-195,C14H20N3O5PS,CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C,JOOMJVFZQRQWKR-UHFFFAOYSA-N,[M+H]+,positive
challenge_445,288.2533 ,CASMI2016_Challenge-196,C16H33NO3,CCCCCCCCCCCC(=O)N(CCO)CCO,AOMUHOFOVNGZAN-UHFFFAOYSA-N,[M+H]+,positive
challenge_446,254.0964 ,CASMI2016_Challenge-197,C19H11N,c1cnc2c(c1)cc1ccc3cccc4ccc2c1c34,BYFIUFNRSNKODH-UHFFFAOYSA-N,[M+H]+,positive
challenge_447,267.1720 ,CASMI2016_Challenge-198,C12H27O4P,CC(C)COP(=O)(OCC(C)C)OCC(C)C,HRKAMJBPFPHCSD-UHFFFAOYSA-N,[M+H]+,positive
challenge_448,258.2428 ,CASMI2016_Challenge-199,C15H31NO2,CCCCCCCCCCCC(=O)NCC(C)O,MMBILEWCGWTAOV-UHFFFAOYSA-N,[M+H]+,positive
challenge_449,329.0591 ,CASMI2016_Challenge-200,C16H12N2O4S,OC1=CC=C2C=CC=CC2=C1N=NC1=CC=C(C=C1)S(O)(=O)=O,RDUJRVXKAIVTDH-UHFFFAOYSA-N,[M+H]+,positive
challenge_450,361.1201 ,CASMI2016_Challenge-201,C20H21ClO4,CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1,YMTINGFKWWXKFG-UHFFFAOYSA-N,[M+H]+,positive
challenge_451,282.1448 ,CASMI2016_Challenge-202,C13H19N3O4,CCC(CC)Nc1c(cc(C)c(C)c1[N+]([O-])=O)[N+]([O-])=O,CHIFOSRWCNZCFN-UHFFFAOYSA-N,[M+H]+,positive
challenge_452,384.9949 ,CASMI2016_Challenge-203,C9H22O4P2S4,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,RIZMRRKBZQXFOY-UHFFFAOYSA-N,[M+H]+,positive
challenge_453,369.1250 ,CASMI2016_Challenge-204,C21H21O4P,CC1=C(OP(=O)(OC2=C(C)C=CC=C2)OC2=C(C)C=CC=C2)C=CC=C1,YSMRWXYRXBRSND-UHFFFAOYSA-N,[M+H]+,positive
challenge_454,331.1904 ,CASMI2016_Challenge-205,C20H26O4,O=C(OC1CCCCC1)C1=CC=CC=C1C(=O)OC1CCCCC1,VOWAEIGWURALJQ-UHFFFAOYSA-N,[M+H]+,positive
challenge_455,489.0435 ,CASMI2016_Challenge-206,C21H11ClF6N2O3,FC1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1NC(=O)NC(=O)C1=C(F)C=CC=C1F,RYLHNOVXKPXDIP-UHFFFAOYSA-N,[M+H]+,positive
challenge_456,303.2319 ,CASMI2016_Challenge-207,C20H30O2,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(O)=O)[C@H]2CC1,RSWGJHLUYNHPMX-ONCXSQPRSA-N,[M+H]+,positive
challenge_457,496.3996 ,CASMI2016_Challenge-208,C29H53NO5,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,AHLBNYSZXLDEJQ-FWEHEUNISA-N,[M+H]+,positive
challenge_458,480.3085 ,CASMI2014_Challenge1,C23H46NO7P,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN,PYVRVRFVLRNJLY-MZMPXXGTSA-N,[M+H]+,positive
challenge_459,206.0668 ,CASMI2014_Challenge2,C8H15NOS2,N=C(O)CCCCC1CCSS1,FCCDDURTIIUXBY-UHFFFAOYSA-N,[M+H]+,positive
challenge_460,195.0532 ,CASMI2014_Challenge3,C9H9NO4,O=C(O)CN=C(O)c1ccccc1O,ONJSZLXSECQROL-UHFFFAOYSA-N,[M]-,negative
challenge_461,226.0590 ,CASMI2014_Challenge4,C9H10N2O5,N[C@@H](Cc1ccc(O)c([N+](=O)[O-])c1)C(=O)O,FBTSQILOGYXGMD-LURJTMIESA-N,[M]-,negative
challenge_462,220.0848 ,CASMI2014_Challenge5,C11H12N2O3,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,LDCYZAJDBXYCGN-UHFFFAOYSA-N,[M]-,negative
challenge_463,168.0423 ,CASMI2014_Challenge6,C8H8O4,O=C(O)Cc1ccc(O)c(O)c1,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,[M]-,negative
challenge_464,385.3465 ,CASMI2014_Challenge7,C27H44O,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,QYSXJUFSXHHAJI-YRZJJWOYSA-N,[M+H]+,positive
challenge_465,343.1235 ,CASMI2014_Challenge8,C12H22O11,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,CZMRCDWAGMRECN-UGDNZRGBSA-N,[M+H]+,positive
challenge_466,308.0911 ,CASMI2014_Challenge9,C10H17N3O6S,NC(CCC(O)=NC(CS)C(O)=NCC(=O)O)C(=O)O,RWSXRVCMGQZWBV-UHFFFAOYSA-N,[M+H]+,positive
challenge_467,348.0704 ,CASMI2014_Challenge10,C10H14N5O7P,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,UDMBCSSLTHHNCD-KQYNXXCUSA-N,[M+H]+,positive
challenge_468,181.0720 ,CASMI2014_Challenge11,C7H8N4O2,Cn1c(=O)c2nc[nH]c2n(C)c1=O,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,[M+H]+,positive
challenge_469,205.1183 ,CASMI2014_Challenge12,C8H16N2O4,N[C@@H](CCCCNCC(=O)O)C(=O)O,NUXSIDPKKIEIMI-LURJTMIESA-N,[M+H]+,positive
challenge_470,352.2250 ,CASMI2014_Challenge13,C20H32O5,CCCCC[C@H](O)/C=C/[C@H]1C(=O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,BHMBVRSPMRCCGG-OUTUXVNYSA-N,[M]-,negative
challenge_471,224.0917 ,CASMI2014_Challenge14,C11H13NO4,CC1NC(C(=O)O)Cc2cc(O)c(O)cc21,DMJYNLHZLIZUQE-UHFFFAOYSA-N,[M+H]+,positive
challenge_472,231.1128 ,CASMI2014_Challenge15,C13H14N2O2,CC1NC(C(=O)O)Cc2c1[nH]c1ccccc21,ZUPHXNBLQCSEIA-UHFFFAOYSA-N,[M+H]+,positive
challenge_473,275.1350 ,CASMI2014_Challenge16,C10H18N4O5,N=C(N)NCCC[C@H](N=C(O)CCC(=O)O)C(=O)O,UMOXFSXIFQOWTD-LURJTMIESA-N,[M+H]+,positive
challenge_474,251.0307 ,CASMI2014_Challenge17,C11H10N2OS2,CSC1=NC[C@]2(S1)C(O)=Nc1ccccc12,FUHQSEOSBHASCH-LLVKDONJSA-N,[M+H]+,positive
challenge_475,253.0100 ,CASMI2014_Challenge18,C10H8N2O2S2,[O-][n+]1ccccc1SSc1cccc[n+]1[O-],ZHDBTKPXEJDTTQ-UHFFFAOYSA-N,[M+H]+,positive
challenge_476,366.1911 ,CASMI2014_Challenge19,C19H27NO6,C/C=C1\C[C@@H](C)[C@@](C)(O)C(=O)OC/C2=C/CN(C)CCC(OC1=O)C2=O,HPDHKHMHQGCNPE-PYWIAZMFSA-N,[M+H]+,positive
challenge_477,335.0925 ,CASMI2014_Challenge20,C20H16O5,CC1(C)C=Cc2c(ccc3cc(-c4ccc(O)cc4O)c(=O)oc23)O1,VFIXONREXXFDQV-UHFFFAOYSA-N,[M-H]-,negative
challenge_478,314.1387 ,CASMI2014_Challenge21,C18H19NO4,COc1ccc2c(c1O)[C@]13CCN(C)[C@](O)(C1)C(=O)C=C3C=C2,KDYWOWVAVXEYRU-MSOLQXFVSA-N,[M+H]+,positive
challenge_479,285.0757 ,CASMI2014_Challenge22,C16H12O5,Oc1ccc2c(c1)OC[C@H]1c3cc4c(cc3O[C@@H]21)OCO4,HUKSJTUUSUGIDC-ZBEGNZNMSA-N,[M+H]+,positive
challenge_480,266.0983 ,CASMI2014_Challenge23,C8H15N3O7,CN(N=O)C(O)=N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,[M+H]+,positive
challenge_481,478.3235 ,CASMI2014_Challenge24,C21H43N5O7,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,CEAZRRDELHUEMR-UHFFFAOYSA-N,[M+H]+,positive
challenge_482,481.1704 ,CASMI2014_Challenge26,C23H28O11,C[C@@]12C[C@@]3(O)O[C@@H](O1)[C@]1(COC(=O)c4ccccc4)[C@H]3C[C@]21O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,YKRGDOXKVOZESV-WRJNSLSBSA-N,[M+H]+,positive
challenge_483,351.2166 ,CASMI2014_Challenge27,C20H30O5,C=C1CC[C@H]2[C@@](C)(CC[C@@H](O)[C@@]2(C)CO)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,BOJKULTULYSRAS-OTESTREVSA-N,[M+H]+,positive
challenge_484,369.1344 ,CASMI2014_Challenge28,C21H22O6,COc1cc(O)c(CC=C(C)C)c2c1C(=O)C(O)C(c1ccc(O)cc1)O2,CTUJEHJOZXGIIE-UHFFFAOYSA-N,[M-H]-,negative
challenge_485,372.1361 ,CASMI2014_Challenge29,C21H22ClNO3,C[N+]1(C)[C@H]2Cc3cc4c(cc3[C@@H]1Cc1cc3c(cc12)COC3)OCO4.[Cl-],GLCGPUDWOPXBAY-HLRBRJAUSA-M,[M+H]+,positive
challenge_486,473.3625 ,CASMI2014_Challenge30,C30H48O4,C[C@@H]1C2C3=CCC4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)C5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,HFGSQOYIOKBQOW-FCPFUEDDSA-N,[M+H]+,positive
challenge_487,302.0779 ,CASMI2014_Challenge31,C16H13O6+,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)ccc1O,XFDQJKDGGOEYPI-UHFFFAOYSA-O,[M+H]+,positive
challenge_488,207.1380 ,CASMI2014_Challenge32,C13H18O2,CC(C)Cc1ccc(C(C)C(=O)O)cc1,HEFNNWSXXWATRW-UHFFFAOYSA-N,[M+H]+,positive
challenge_489,382.0832 ,CASMI2014_Challenge33,C17H14F3N3O2S,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,RZEKVGVHFLEQIL-UHFFFAOYSA-N,[M+H]+,positive
challenge_490,394.1761 ,CASMI2014_Challenge34,C22H23N3O4,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,AAKJLRGGTJKAMG-UHFFFAOYSA-N,[M+H]+,positive
challenge_491,209.0455 ,CASMI2014_Challenge35,C10H10O5,O=C(O)C(Cc1ccc(O)cc1)C(=O)O,JXJNPXPDKYRHJT-UHFFFAOYSA-N,[M-H]-,negative
challenge_492,210.0791 ,CASMI2014_Challenge36,C9H12N3OP,N#CCCP(=O)(CCC#N)CCC#N,ILFYYSUCZQEGOL-UHFFFAOYSA-N,[M+H]+,positive
challenge_493,305.0818 ,CASMI2014_Challenge37,C13H18Cl2N2O2,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,SGDBTWWWUNNDEQ-LBPRGKRZSA-N,[M+H]+,positive
challenge_494,426.2428 ,CASMI2014_Challenge38,C29H31NO2,COc1ccc2c(c1)CCC(c1ccccc1)=C2c1ccc(OCCN2CCCC2)cc1,JEYWNNAZDLFBFF-UHFFFAOYSA-N,[M+H]+,positive
challenge_495,357.1454 ,CASMI2014_Challenge39,C20H24N2S2,CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,RLJFTICUTYVZDG-UHFFFAOYSA-N,[M+H]+,positive
challenge_496,228.1150 ,CASMI2014_Challenge40,C15H16O2,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,IISBACLAFKSPIT-UHFFFAOYSA-N,[M]-,negative
challenge_497,523.0903 ,CASMI2014_Challenge41,C31H23BrO3,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,VEUZZDOCACZPRY-UHFFFAOYSA-N,[M+H]+,positive
challenge_498,309.1598 ,CASMI2014_Challenge42,C19H20N2O2,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,VYMDGNCVAMGZFE-UHFFFAOYSA-N,[M+H]+,positive
