confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
97	1	1	1	1	0.18473223363532124	-78.2438535251795	N/A	32.36393284448508	C22H24O9	[M + H]+	UAELIRBOLQZEAT	InChI=1S/C22H24O9/c1-24-14-8-11(9-15(25-2)17(14)26-3)13-10-12(23)16-18(27-4)20(28-5)22(30-7)21(29-6)19(16)31-13/h8-10H,1-7H3	5,6,7,8,3'',4'',5''-heptamethoxyflavone	COC1=CC(=CC(=C1OC)OC)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC	3.0	72815	COCONUT:(CNP0224469);KNApSAcK:(3977);Natural Products:(UNPD101819);database;PubChem:(72815);SuperNatural:(SN00284874);CHEBI:(79477);ZINC bio:(ZINC01694496);MeSH:(72815);KEGG:(C14953);PubMed	68722663798	433.1493083479999	NaN	54_challenge_166_	N/A
98	1	1	1	1	0.18424878973354863	-52.707767902017814	N/A	23.105730807878224	C37H42N2O6	[M + H]+	BURJAQFYNVMZDV	InChI=1S/C37H42N2O6/c1-38-15-13-26-20-36(43-4)37(44-5)22-29(26)30(38)16-23-6-9-27(10-7-23)45-35-18-24(8-11-32(35)40)17-31-28-21-33(41)34(42-3)19-25(28)12-14-39(31)2/h6-11,18-22,30-31,40-41H,12-17H2,1-5H3	Daruisoline	CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)OC)OC	6.4000001	51106;5316323;13895814;13895815;125037915;124511419	COCONUT:(CNP0022259 CNP0291444);KNApSAcK:(25606);Natural Products:(UNPD148467);database;PubChem:(51106 5316323 13895814 13895815 125037915 124511419);SuperNatural:(SN00309327 SN00165285);MeSH:(51106);PubChem class - safety and toxic;PubMed;KEGG Mine	77379698774	611.3115630640001	NaN	85_challenge_215_	N/A
99	1	1	1	1	0.17536852256406335	-28.980951278228424	N/A	22.365687407780946	C17H14O4	[M + H]+	ZGHORMOOTZTQFL	InChI=1S/C17H14O4/c1-19-15-8-7-11(9-17(15)20-2)16-10-13(18)12-5-3-4-6-14(12)21-16/h3-10H,1-2H3	Oprea1_098805	COC1=C(C=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2)OC	3.47719836	688674	COCONUT:(CNP0223554);KNApSAcK:(35488);Natural Products:(UNPD110280);database;PubChem:(688674);SuperNatural:(SN00000557);ZINC bio:(ZINC00057672);additional;MeSH:(688674);PubChem class - safety and toxic;Training Set;PubMed	68790313046	283.096484928	NaN	119_challenge_50_	N/A
100	1	1	1	1	0.17410370859807633	-39.92378923352938	N/A	20.52354630527994	C38H42N2O6	[M + H]+	BWFWPNFEEDTSFC	InChI=1S/C38H42N2O6/c1-39-15-13-25-20-32(42-4)34-22-28(25)29(39)17-23-7-10-27(11-8-23)45-38-36-26(21-35(43-5)37(38)44-6)14-16-40(2)30(36)18-24-9-12-31(41-3)33(19-24)46-34/h7-12,19-22,29-30H,13-18H2,1-6H3	(+)-O,O-Dimethyltubocurine	CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)OC)O3)N(CCC6=CC(=C5OC)OC)C)OC	6.69999981	628519;13892144;102153363	COCONUT:(CNP0148870);KNApSAcK:(27577);Natural Products:(UNPD182706 UNPD185517);database;PubChem:(628519 13892144 102153363);SuperNatural:(SN00394884 SN00289132)	68722655250	623.3115630640001	NaN	92_challenge_230_	N/A
101	1	1	1	1	0.173449159337848	-65.19369955724687	N/A	10.850537649008093	C16H16O4	[M + H]+	QBZMFPYUJPGIPW	InChI=1S/C16H16O4/c1-19-15-7-12(8-16(10-15)20-2)4-3-11-5-13(17)9-14(18)6-11/h3-10,17-18H,1-2H3	null	COC1=CC(=CC(=C1)C=CC2=CC(=CC(=C2)O)O)OC	3.12603164	""	COCONUT:(CNP0315914);Natural Products:(UNPD75297);database	68721606656	273.112134992	NaN	1_challenge_0_	N/A
102	1	1	1	1	0.1716035995728045	-162.42835115206287	N/A	55.32291625935315	C25H32O8	[M + H]+	DRDZHMFYPWLHJH	InChI=1S/C25H32O8/c1-16(26)32-20(9-5-18-7-11-22(28)24(13-18)30-3)15-21(33-17(2)27)10-6-19-8-12-23(29)25(14-19)31-4/h7-8,11-14,20-21,28-29H,5-6,9-10,15H2,1-4H3	(3S,5S)-Diacetoxy-1,7-bis-(4-hydroxy-3-methoxy-phenyl)heptane	CC(=O)OC(CCC1=CC(=C(C=C1)O)OC)CC(CCC2=CC(=C(C=C2)O)OC)OC(=O)C	4.4000001	643557;5319377;14889278	COCONUT:(CNP0402510);Natural Products:(UNPD148633 UNPD9179);database;PubChem:(643557 5319377 14889278);SuperNatural:(SN00158292 SN00158291);PubMed	68722655298	461.2169939839998	NaN	105_challenge_28_	N/A
103	1	1	1	1	0.1678677092977281	-15.414368577334292	N/A	95.7428023142509	C27H30O14	[M + H]+	TWBWSPDILHVKEV	InChI=1S/C27H30O14/c1-8-17(31)21(35)23(37)26(39-8)15-19(33)14-11(30)6-12(9-2-4-10(29)5-3-9)40-25(14)16(20(15)34)27-24(38)22(36)18(32)13(7-28)41-27/h2-6,8,13,17-18,21-24,26-29,31-38H,7H2,1H3	Isoviolanthin	CC1C(C(C(C(O1)C2=C(C(=C3C(=C2O)C(=O)C=C(O3)C4=CC=C(C=C4)O)C5C(C(C(C(O5)CO)O)O)O)O)O)O)O	-1.79999995	44257680;101422758;122368218	COCONUT:(CNP0290693 CNP0305389);KNApSAcK:(6236);Natural Products:(UNPD160006);database;PubChem:(44257680 101422758 122368218);SuperNatural:(SN00177895 SN00177542 SN00285467);MeSH:(101422758);PubMed	68722655318	579.17083164	NaN	155_challenge_97_	N/A
104	1	1	1	1	0.16680599861104575	-263.5488329486064	N/A	5.894729373034661	C13H15NO2	[M + H]+	VCJAUIYSQAXNGB	InChI=1S/C13H15NO2/c1-3-13(10-14,12(15)16-4-2)11-8-6-5-7-9-11/h5-9H,3-4H2,1-2H3	Ethyl-2-phenyl-2-cyanobutylate	CCC(C#N)(C1=CC=CC=C1)C(=O)OCC	2.79999995	250114;36690506;38989235	NORMAN:(NS00007215);database;PubChem class - safety and toxic;PubChem:(250114 36690506 38989235)	68786847746	218.11755472	NaN	99_challenge_244_	N/A
105	1	1	1	1	0.16673242679481468	-213.49010915599203	N/A	97.15653280688852	C20H26O10	[M + H]+	FNBCSEXPMDCZFO	InChI=1S/C20H26O10/c1-6-4-7(21)12(24)17(2)8(6)9(22)15-19-5-29-18(3,13(25)10(23)11(17)19)20(19,28)14(26)16(27)30-15/h4,8-15,22-26,28H,5H2,1-3H3	null	CC1=CC(=O)C(C2(C1C(C3C45C2C(C(C(C4(C(C(=O)O3)O)O)(OC5)C)O)O)O)C)O	-3.4000001	10025475;11796669;102585873;137324841	COCONUT:(CNP0120096);Natural Products:(UNPD22380);database;PubChem:(10025475 11796669 102585873 137324841);SuperNatural:(SN00370700);KEGG Mine	77312589826	427.1598730319999	NaN	97_challenge_24_	N/A
106	1	1	1	1	0.16586530857036125	-23.617379242388203	N/A	63.536051220836534	C45H36O18	[M + H]+	SRWJAXVAWDYXPA	InChI=1S/C45H36O18/c46-18-10-27(54)33-31(11-18)60-41(16-2-5-21(48)25(52)8-16)39(58)37(33)34-28(55)13-29(56)35-38-36-32(62-45(44(38)59,63-43(34)35)17-3-6-22(49)26(53)9-17)14-23(50)19-12-30(57)40(61-42(19)36)15-1-4-20(47)24(51)7-15/h1-11,13-14,30,37-41,44,46-59H,12H2	5,11,13,15-pentol	C1C(C(OC2=C1C(=CC3=C2C4C(C(O3)(OC5=C(C(=CC(=C45)O)O)C6C(C(OC7=CC(=CC(=C67)O)O)C8=CC(=C(C=C8)O)O)O)C9=CC(=C(C=C9)O)O)O)O)C1=CC(=C(C=C1)O)O)O	3.29999995	492395;11714868;13990882;10350652;22209802;101098750;101119651;137651701	COCONUT:(CNP0288557);HMDB:(38857);KNApSAcK:(9298);Natural Products:(UNPD85414 UNPD31607 UNPD157811);database;PubChem:(492395 11714868 13990882 10350652 22209802 101098750 101119651 137651701);SuperNatural:(SN00322346 SN00277608);PubChem class - bio and metabolites;PubMed	68739432538	865.1974403120001	NaN	31_challenge_14_	N/A
107	1	1	1	1	0.1574169485043677	-37.91405684484616	N/A	41.64199335371443	C10H10O4	[M + H]+	QURCVMIEKCOAJU	InChI=1S/C10H10O4/c1-14-9-4-2-7(6-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	bmse000618	COC1=C(C=C(C=C1)C=CC(=O)O)O	1.3799032	1549043;92126;736186;54706233;54721279;54733733;71749120;131705614	HMDB:(955 131137);SuperNatural:(SN00335980 SN00001173);ZINC bio:(ZINC00156055 ZINC06007141);additional;MeSH:(736186 1549043);PubMed;NORMAN:(NS00014666);COCONUT:(CNP0061978 CNP0283368);KNApSAcK:(2752);Natural Products:(UNPD226810 UNPD139106);database;PubChem:(1549043 92126 736186 54706233 54721279 54733733 71749120 131705614);YMDB Mine;CHEBI:(27794);PubChem class - bio and metabolites;KEGG:(C10470);PubChem class - safety and toxic;Training Set	103167091070	195.0651848	NaN	40_challenge_150_	N/A
108	1	1	1	1	0.1539558550048335	-22.78060201104026	N/A	22.128665165140028	C45H72O16	[M + H]+	VNONINPVFQTJOC	InChI=1S/C45H72O16/c1-19-9-14-45(54-18-19)20(2)30-28(61-45)16-27-25-8-7-23-15-24(10-12-43(23,5)26(25)11-13-44(27,30)6)57-42-39(60-41-36(52)34(50)32(48)22(4)56-41)37(53)38(29(17-46)58-42)59-40-35(51)33(49)31(47)21(3)55-40/h7,19-22,24-42,46-53H,8-18H2,1-6H3	Dioscine	CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1	1.29999995	119245;159860;271916;6324944;10509841;10653210;10795718;9988193;15950008;11968436;16072386;16204181;21550296;23304304;25072881;42622725;42622726;45358125;44429641;51019598;50990435;60165173;58661798;58661799;66509070;68304952;73265288;70795898;90657315;101082721;101097397;101615019;102204091;101377611;101896084;102571614;118014798;118014832;118018167;118018176;125463160;124859083;124906395;124906396;124906397;124934518;124934519;124934520;124934521;129010051;129010426;129317286;129629017;131705503;133564719;134612776;134688820;138106938;137706517	SuperNatural:(SN00403952 SN00258538 SN00291648 SN00340846 SN00239415 SN00308967 SN00290986 SN00329225);additional;MeSH:(119245 159860 271916 16072386 16204181 44429641 45358125 90657315 129010051 129317286 129629017 134612776 137706517);PubMed;COCONUT:(CNP0238858);KNApSAcK:(3575);Natural Products:(UNPD189445 UNPD18910 UNPD188360 UNPD19011 UNPD29096 UNPD109696 UNPD137297 UNPD114525 UNPD160385 UNPD187395);database;PubChem:(119245 159860 271916 6324944 10509841 10653210 10795718 9988193 15950008 11968436 16072386 16204181 21550296 23304304 25072881 42622725 42622726 45358125 44429641 51019598 50990435 60165173 58661798 58661799 66509070 68304952 73265288 70795898 90657315 101082721 101097397 101615019 102204091 101377611 101896084 102571614 118014798 118014832 118018167 118018176 125463160 124859083 124906395 124906396 124906397 124934518 124934519 124934520 124934521 129010051 129010426 129317286 129629017 131705503 133564719 134612776 134688820 138106938 137706517);CHEBI:(74023);PubChem class - bio and metabolites;KEGG:(C08897);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-15438)	68807084406	869.4893122240001	NaN	22_challenge_121_	N/A
109	1	1	1	1	0.15337602377562598	-11.205909411230627	N/A	94.82728232605183	C26H28O14	[M + H]+	OVMFOVNOXASTPA	InChI=1S/C26H28O14/c27-6-13-18(32)21(35)23(37)26(40-13)16-20(34)15(25-22(36)17(31)11(30)7-38-25)19(33)14-10(29)5-12(39-24(14)16)8-1-3-9(28)4-2-8/h1-5,11,13,17-18,21-23,25-28,30-37H,6-7H2	Vicenin 1	C1C(C(C(C(O1)C2=C(C(=C3C(=C2O)C(=O)C=C(O3)C4=CC=C(C=C4)O)C5C(C(C(C(O5)CO)O)O)O)O)O)O)O	-2.20000005	3084995;5322047;13644659;13644660;13644661;13644663;44184147;44257662;44257665;44257667;44257699;44257701;44257716;54171690;93473196;93473197;93473198;93473199;124870458;124870459;124462726;133568281;137333859;138107379	HMDB:(30803);SuperNatural:(SN00319355 SN00038817 SN00162205 SN00177897 SN00272432 SN00318394 SN00038814 SN00156839 SN00315475 SN00289373 SN00305108 SN00038816 SN00038815 SN00378278 SN00163587);ZINC bio:(ZINC38143757 ZINC38143758 ZINC38143759 ZINC38143760);additional;MeSH:(3084995 13644660 44257699);PubMed;COCONUT:(CNP0354243 CNP0416432);KNApSAcK:(6176);Natural Products:(UNPD99067 UNPD153562 UNPD77536 UNPD6269 UNPD44714 UNPD88518 UNPD47236);database;PubChem:(3084995 5322047 13644659 13644660 13644661 13644663 44184147 44257662 44257665 44257667 44257699 44257701 44257716 54171690 93473196 93473197 93473198 93473199 124870458 124870459 124462726 133568281 137333859 138107379);CHEBI:(142913 75589);PubChem class - bio and metabolites;Training Set	68739981438	565.1551815759998	NaN	63_challenge_179_	N/A
110	1	1	1	1	0.15206532583416027	-143.63853817676357	N/A	5.020626710426721	C32H50O5	[M + H]+	FTZWCRDSFZIWFD	InChI=1S/C32H50O5/c1-19(33)37-23-12-13-29(6)21(28(23,4)5)11-14-31(8)22(29)10-9-20-24-25(34)27(2,3)15-17-32(24,26(35)36)18-16-30(20,31)7/h9,21-25,34H,10-18H2,1-8H3,(H,35,36)	(1S,4aR,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-acetyloxy-1-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	CC(=O)OC1CCC2(C(C1(C)C)CCC3(C2CC=C4C3(CCC5(C4C(C(CC5)(C)C)O)C(=O)O)C)C)C	6.69999981	21594149	COCONUT:(CNP0151271);Natural Products:(UNPD63785 UNPD180385);database;PubChem:(21594149);SuperNatural:(SN00338295 SN00273730)	68722655234	515.3731007	NaN	9_challenge_106_	N/A
111	1	1	1	1	0.15181651402176452	-15.900491419220527	N/A	69.05270455886632	C25H22O10	[M + H]+	SEBFKMXJBCUCAI	InChI=1S/C25H22O10/c1-32-17-6-11(2-4-14(17)28)24-20(10-26)33-16-5-3-12(7-18(16)34-24)25-23(31)22(30)21-15(29)8-13(27)9-19(21)35-25/h2-9,20,23-29,31H,10H2,1H3	Flavobin	COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O	2.4000001	5213;31553;1548994;1549163;187901;313326;3086637;5748849;7073226;7073227;7073228;6320507;6604604;6610285;6995499;6999760;12442777;9956892;11994508;16211710;24086320;24832061;38988805;40768299;40428694;44147684;45933924;67120657;71752198;102328121;124304713;130287825;129852421;133554171;135020967	HMDB:(30583);PubChem class - food;SuperNatural:(SN00002712 SN00002711 SN00156864 SN00002568 SN00336556 SN00373498 SN00074859 SN00002713);ZINC bio:(ZINC01757652 ZINC02033588 ZINC02033589 ZINC02033590 ZINC02566164 ZINC03831448 ZINC03831449 ZINC05339605 ZINC08552019);additional;MeSH:(5213 31553 1548994 6610285 7073228);PubMed;NORMAN:(NS00008723);COCONUT:(CNP0143722);KNApSAcK:(1003);Natural Products:(UNPD91139 UNPD29963 UNPD104114 UNPD170860 UNPD14773);database;PubChem:(5213 31553 1548994 1549163 187901 313326 3086637 5748849 7073226 7073227 7073228 6320507 6604604 6610285 6995499 6999760 12442777 9956892 11994508 16211710 24086320 24832061 38988805 40768299 40428694 44147684 45933924 67120657 71752198 102328121 124304713 130287825 129852421 133554171 135020967);CHEBI:(125451 9144);PubChem class - bio and metabolites;KEGG:(C07610);PubChem class - safety and toxic;Training Set;PubChem class - drug	68975124862	483.1285729039999	NaN	133_challenge_73_	N/A
112	1	1	1	1	0.15048097895180879	-40.39579954375946	N/A	31.18513291669181	C19H20O5	[M + H]+	HHNCJFKRMZDTHW	InChI=1S/C19H20O5/c1-5-11(2)18(21)24-19(3,4)16-9-13-8-12-6-7-17(20)23-14(12)10-15(13)22-16/h5-8,10,16H,9H2,1-4H3	(-)-Deltoin	CC=C(C)C(=O)OC(C)(C)C1CC2=C(O1)C=C3C(=C2)C=CC(=O)O3	3.70000005	184771;906523;906524;906525;906526;4677379;6183350;21670035	COCONUT:(CNP0285521 CNP0367739);Natural Products:(UNPD6015 UNPD86076 UNPD209623);database;PubChem:(184771 906523 906524 906525 906526 4677379 6183350 21670035);SuperNatural:(SN00002806 SN00002807 SN00011504 SN00006834);CHEBI:(81122);ZINC bio:(ZINC02160398 ZINC02160400 ZINC04081685 ZINC05132543);additional;MeSH:(906525);KEGG:(C17482);Training Set;PubMed	68723204454	329.1383497399999	NaN	78_challenge_2_	N/A
113	1	1	1	1	0.1500608675979556	-62.05955874732311	N/A	42.22902644541732	C15H18O3	[M + H]+	BPLQJGDRWSHVJJ	InChI=1S/C15H18O3/c1-8-10-6-11-9(2)12(16)4-5-15(11,3)7-13(10)18-14(8)17/h10,13H,1,4-7H2,2-3H3	3-Oxoalloalatolactone	CC1=C2CC3C(CC2(CCC1=O)C)OC(=O)C3=C	1.89999998	474519;101313327	COCONUT:(CNP0162687);KNApSAcK:(12941);Natural Products:(UNPD57618 UNPD170089);database;PubChem:(474519 101313327);SuperNatural:(SN00270940 SN00249259);PubMed	68722655314	247.132870436	NaN	129_challenge_63_	N/A
114	1	1	1	1	0.14952255333118952	-346.22139568154927	N/A	39.21967697043436	C30H24O9	[M + H]+	MGYYQYIFNBTUAB	InChI=1S/C30H24O9/c31-17-5-1-15(2-6-17)29-25(27(37)21-11-9-19(33)13-23(21)35)26(28(38)22-12-10-20(34)14-24(22)36)30(39-29)16-3-7-18(32)8-4-16/h1-14,25-26,29-36H	Cordigone	C1=CC(=CC=C1C2C(C(C(O2)C3=CC=C(C=C3)O)C(=O)C4=C(C=C(C=C4)O)O)C(=O)C5=C(C=C(C=C5)O)O)O	4.5999999	362039;16066754;102056152;102056153;101988876	COCONUT:(CNP0237262);KNApSAcK:(6560);Natural Products:(UNPD28193 UNPD122000 UNPD157871 UNPD158041 UNPD109128);database;PubChem:(362039 16066754 102056152 102056153 101988876);SuperNatural:(SN00329571 SN00293268 SN00340723 SN00247954 SN00248355);PubMed	68722655314	529.149308348	NaN	93_challenge_232_	N/A
115	1	1	1	1	0.14817678670742765	-10.555996323368005	N/A	44.758466677552825	C20H23NO4	[M + H]+	ZFLRVRLYWHNAEC	InChI=1S/C20H23NO4/c1-21-6-5-11-9-17(24-3)20(25-4)19-13-10-16(23-2)15(22)8-12(13)7-14(21)18(11)19/h8-10,14,22H,5-7H2,1-4H3	Rogersine	CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)O)OC)OC	3.0	16573;631015;6543699	COCONUT:(CNP0065523 CNP0152227);KNApSAcK:(25675);Natural Products:(UNPD125290);database;PubChem:(16573 631015 6543699);SuperNatural:(SN00367027 SN00036075 SN00037346);ZINC bio:(ZINC00338123 ZINC17059982);MeSH:(16573);PubChem class - safety and toxic;PubMed;KEGG Mine	77379706966	342.169984216	NaN	156_challenge_99_	N/A
116	1	1	1	1	0.14779932527141457	-19.22455854699119	N/A	27.071236871442224	C17H14O7	[M + H]+	HRGUSFBJBOKSML	InChI=1S/C17H14O7/c1-22-14-3-8(4-15(23-2)17(14)21)12-7-11(20)16-10(19)5-9(18)6-13(16)24-12/h3-7,18-19,21H,1-2H3	Tricin	COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(C=C(C=C3O2)O)O	2.20881319	5281702;46878516	HMDB:(124861);SuperNatural:(SN00157672);ZINC bio:(ZINC05998961);additional;MeSH:(5281702);Plantcyc:(CPD-12572);PubMed;COCONUT:(CNP0147465 CNP0167497 CNP0364189);KNApSAcK:(13329);Natural Products:(UNPD63101);database;PubChem:(5281702 46878516);CHEBI:(59979 60016);PubChem class - bio and metabolites;KEGG:(C10193);Training Set;Biocyc:(CPD-12572 A-DGAL-HEX-1:5_6:D A-LGLC-HEX-1:5_6:A)	68740114814	331.081228788	NaN	148_challenge_88_	N/A
117	1	1	1	1	0.14590022276455142	-227.09791311160336	N/A	174.2221243055817	C42H64O14	[M + H]+	CWDHKGKLSUVPHS	InChI=1S/C42H64O14/c1-20-27(15-33(44)50-20)41(5)13-12-26-25(40(41)46)11-10-24-14-29(28(43)19-42(24,26)6)54-34-17-31(48-8)38(22(3)52-34)56-36-18-32(49-9)39(23(4)53-36)55-35-16-30(47-7)37(45)21(2)51-35/h10,15,20-23,25-26,28-32,34-39,43,45H,11-14,16-19H2,1-9H3	null	CC1C(C(CC(O1)OC2C(OC(CC2OC)OC3C(OC(CC3OC)OC4CC5=CCC6C(C5(CC4O)C)CCC(C6=O)(C)C7=CC(=O)OC7C)C)C)OC)O	2.5999999	25232020;25232021;46833312;46833313	COCONUT:(CNP0290497);Natural Products:(UNPD55963 UNPD159812);database;PubChem:(25232020 25232021 46833312 46833313);SuperNatural:(SN00344329 SN00385588)	68722655234	793.4368827280001	NaN	67_challenge_184_	N/A
118	1	1	1	1	0.14253249291952189	-14.258317308410378	N/A	66.72179875216455	C36H28O16	[M + H]+	GPLOTACQBREROW	InChI=1S/C36H28O16/c37-14-5-20(39)18-10-26(45)34(50-27(18)7-14)12-1-16-17(9-25(44)33(48)30(16)32(47)24(43)2-12)35-29(11-19-21(40)6-15(38)8-28(19)51-35)52-36(49)13-3-22(41)31(46)23(42)4-13/h1-9,26,29,34-35,37-42,44-46,48H,10-11H2,(H,43,47)	l ester	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=O)C(=C4C(=C3)C(=CC(=C4O)O)C5C(CC6=C(C=C(C=C6O5)O)O)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O	1.79999995	467321;15624170;102115506;135704008;136052235;136052238;135999150;137168407;136825044;136826366;136857443;135458102;136453466	COCONUT:(CNP0212773);HMDB:(32904);KNApSAcK:(9350);Natural Products:(UNPD51818 UNPD60380 UNPD14731);database;PubChem:(467321 15624170 102115506 135704008 136052235 136052238 135999150 137168407 136825044 136826366 136857443 135458102 136453466);SuperNatural:(SN00303236 SN00265849 SN00330822);CHEBI:(140112 136607);PubChem class - bio and metabolites;PubMed	68739432570	717.1450108160001	NaN	59_challenge_174_	N/A
119	1	1	1	1	0.1412621260557395	-70.54431157571733	N/A	32.843116100085695	C21H20O6	[M + H]+	NZYSZZDSYIBYLC	InChI=1S/C21H20O6/c1-11(2)4-6-14-18(24)10-19-16(20(14)26-3)9-15(21(25)27-19)13-7-5-12(22)8-17(13)23/h4-5,7-10,22-24H,6H2,1-3H3	Glycycoumarin	CC(=CCC1=C(C2=C(C=C1O)OC(=O)C(=C2)C3=C(C=C(C=C3)O)O)OC)C	4.4000001	5317756	COCONUT:(CNP0184128);HMDB:(38225);KNApSAcK:(10040);Natural Products:(UNPD175636);database;PubChem:(5317756);SuperNatural:(SN00159561);CHEBI:(69087);PubChem class - bio and metabolites;MeSH:(5317756);Training Set;PubMed	68739448958	369.13326435999994	NaN	149_challenge_89_	N/A
120	1	1	1	1	0.13822595241314586	-62.177987256975996	N/A	49.864098574062	C18H16O7	[M + H]+	SBQBXSUPJSMJNU	InChI=1S/C18H16O7/c1-6-14(22)12(8(3)20)15(23)13-16(6)25-10-5-9(21)11(7(2)19)17(24)18(10,13)4/h5,11,22-23H,1-4H3	null	CC(=O)c1c(O)c(C)c2c(c1O)C1(C)C(=O)C(C(C)=O)C(=O)C=C1O2	1.240327855066823	""	""	0	345.096878852	NaN	94_challenge_233_	N/A
121	1	1	1	1	0.13806970400195892	-163.95605785960487	N/A	51.79470667687122	C20H24O7	[M + H]+	TZJGMUQMUOOHID	InChI=1S/C20H24O7/c1-6-8(2)18(22)24-11-7-9(3)13(21)15-16(25-15)20(5)17(27-20)14-12(11)10(4)19(23)26-14/h6,11-17,21H,3-4,7H2,1-2,5H3	null	CC=C(C)C(=O)OC1CC(=C)C(C2C(O2)C3(C(O3)C4C1C(=C)C(=O)O4)C)O	1.10000002	15975261;11360879;25156084	COCONUT:(CNP0164399);KNApSAcK:(42503);database;PubChem:(15975261 11360879 25156084);PubMed	68721573970	377.15947910799997	NaN	5_challenge_101_	N/A
122	1	1	1	1	0.13795627490447268	-138.68045934291368	N/A	14.206810308120296	C19H28O3	[M + H]+	TUUQUPXXMYBMMH	InChI=1S/C19H28O3/c1-10(2)17(21)22-13-7-8-19(6)14-11(3)9-12(20)15(19)16(14)18(13,4)5/h9-10,13-16H,7-8H2,1-6H3	null	CC1=CC(=O)C2C3C1C2(CCC(C3(C)C)OC(=O)C(C)C)C	3.8380785	""	COCONUT:(CNP0129098);Natural Products:(UNPD21794);database;SuperNatural:(SN00377720)	68722655232	305.21112075599996	NaN	32_challenge_141_	N/A
123	1	1	1	1	0.1339629349076713	-39.79643349846154	N/A	20.68912444688171	C18H16O6	[M + H]+	MWFLTXAQDCOKEK	InChI=1S/C18H16O6/c1-21-13-8-10(9-14(22-2)18(13)23-3)17-16(20)15(19)11-6-4-5-7-12(11)24-17/h4-9,20H,1-3H3	3'',4'',5''-Trimethoxyflavonol	COC1=CC(=CC(=C1OC)OC)C2=C(C(=O)C3=CC=CC=C3O2)O	3.01896358	688827	COCONUT:(CNP0350048);database;PubChem:(688827);SuperNatural:(SN00000726);ZINC bio:(ZINC00057874);additional;MeSH:(688827);Training Set;PubMed	68723171398	329.10196423199994	NaN	35_challenge_144_	N/A
124	1	1	1	1	0.13277008575202984	-52.479560491055274	N/A	50.343016384215545	C15H10O5	[M + H]+	DKBPRYNCMDJTRD	InChI=1S/C15H10O5/c1-6-10(17)5-8-12(13(6)18)15(20)11-7(14(8)19)3-2-4-9(11)16/h2-5,16-18H,1H3	9,10-Anthracenedione, 1,3,8-trihydroxy-2-methyl-	CC1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=CC=C3O)O	2.70000005	14375937	COCONUT:(CNP0140985);Natural Products:(UNPD190832);database;PubChem:(14375937);SuperNatural:(SN00269652);KEGG Mine	77312589826	271.06009942	NaN	121_challenge_52_	N/A
125	1	1	1	1	0.12927997486550521	-25.976102385108607	N/A	34.68454374134946	C16H12O5	[M + H]+	DXYUAIFZCFRPTH	InChI=1S/C16H12O5/c1-20-15-6-11-14(7-13(15)18)21-8-12(16(11)19)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3	Glycetein	COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O	2.4000001	5317750;11994876;101368112	HMDB:(5781);SuperNatural:(SN00013823);ZINC bio:(ZINC05999205);additional;MeSH:(5317750);PubMed;NORMAN:(NS00014840);COCONUT:(CNP0156838 CNP0242605);KNApSAcK:(9392);Natural Products:(UNPD175285);database;PubChem:(5317750 11994876 101368112);CHEBI:(34778);PubChem class - bio and metabolites;KEGG:(C14536);Training Set	68740243838	285.075749484	NaN	112_challenge_4_	N/A
